draw_no,date,rank,numbers,core_group,core5,cover_number,core5_matches,main_matches,bonus_match,grade,score,core_score,config_reason,recent_window,core_pool_size,cover_pool_size,actual,bonus,train_draws,train_until_draw_no
860,2014-05-01,2,10 16 19 27 37 39,A,10 16 19 27 39,37,1,1,False,はずれ,0.652694,0.660346,recent_core4_weak_expand_c_core,180,28,38,14 16 32 35 38 41,6,859,859
860,2014-05-01,3,10 13 16 19 27 38,B,10 13 19 27 38,16,1,2,False,はずれ,0.650964,0.655465,recent_core4_weak_expand_c_core,180,28,38,14 16 32 35 38 41,6,859,859
860,2014-05-01,4,10 13 27 37 38 39,C,10 13 37 38 39,27,1,1,False,はずれ,0.63927,0.645826,recent_core4_weak_expand_c_core,180,28,38,14 16 32 35 38 41,6,859,859
860,2014-05-01,5,06 10 13 37 38 39,C,10 13 37 38 39,6,1,1,True,はずれ,0.630874,0.645826,recent_core4_weak_expand_c_core,180,28,38,14 16 32 35 38 41,6,859,859
861,2014-05-05,1,06 10 19 27 38 39,A,10 19 27 38 39,6,0,0,False,はずれ,0.647618,0.657636,recent_core4_weak_expand_c_core,180,28,38,04 17 21 28 35 42,29,860,860
861,2014-05-05,2,08 10 19 27 38 39,A,10 19 27 38 39,8,0,0,False,はずれ,0.646005,0.657636,recent_core4_weak_expand_c_core,180,28,38,04 17 21 28 35 42,29,860,860
861,2014-05-05,3,10 13 20 27 37 38,B,10 13 27 37 38,20,0,0,False,はずれ,0.642395,0.650909,recent_core4_weak_expand_c_core,180,28,38,04 17 21 28 35 42,29,860,860
861,2014-05-05,4,10 20 24 27 37 39,C,10 20 24 27 39,37,0,0,False,はずれ,0.643835,0.643001,recent_core4_weak_expand_c_core,180,28,38,04 17 21 28 35 42,29,860,860
861,2014-05-05,5,10 13 20 24 27 39,C,10 20 24 27 39,13,0,0,False,はずれ,0.643103,0.643001,recent_core4_weak_expand_c_core,180,28,38,04 17 21 28 35 42,29,860,860
862,2014-05-08,1,06 10 19 27 38 39,A,10 19 27 38 39,6,2,2,False,はずれ,0.651654,0.661032,recent_core4_weak_expand_c_core,180,28,38,05 10 16 34 36 39,43,861,861
862,2014-05-08,2,08 10 19 27 38 39,A,10 19 27 38 39,8,2,2,False,はずれ,0.649958,0.661032,recent_core4_weak_expand_c_core,180,28,38,05 10 16 34 36 39,43,861,861
862,2014-05-08,3,10 13 20 27 37 38,B,10 13 27 37 38,20,1,1,False,はずれ,0.644034,0.651666,recent_core4_weak_expand_c_core,180,28,38,05 10 16 34 36 39,43,861,861
862,2014-05-08,4,10 20 24 27 37 39,C,10 20 24 27 39,37,2,2,False,はずれ,0.646479,0.646836,recent_core4_weak_expand_c_core,180,28,38,05 10 16 34 36 39,43,861,861
862,2014-05-08,5,10 13 20 24 27 39,C,10 20 24 27 39,13,2,2,False,はずれ,0.645611,0.646836,recent_core4_weak_expand_c_core,180,28,38,05 10 16 34 36 39,43,861,861
863,2014-05-12,1,06 10 19 27 38 39,A,10 19 27 38 39,6,0,0,False,はずれ,0.648235,0.656451,recent_core4_weak_expand_c_core,180,28,38,04 14 18 26 35 36,2,862,862
863,2014-05-12,2,08 10 19 27 38 39,A,10 19 27 38 39,8,0,0,False,はずれ,0.646414,0.656451,recent_core4_weak_expand_c_core,180,28,38,04 14 18 26 35 36,2,862,862
863,2014-05-12,3,10 13 20 27 37 38,B,10 13 27 37 38,20,0,0,False,はずれ,0.645588,0.653258,recent_core4_weak_expand_c_core,180,28,38,04 14 18 26 35 36,2,862,862
863,2014-05-12,4,06 10 16 27 37 39,C,06 10 16 27 39,37,0,0,False,はずれ,0.648557,0.644586,recent_core4_weak_expand_c_core,180,28,38,04 14 18 26 35 36,2,862,862
863,2014-05-12,5,06 10 16 27 38 39,C,06 10 16 27 39,38,0,0,False,はずれ,0.644313,0.644586,recent_core4_weak_expand_c_core,180,28,38,04 14 18 26 35 36,2,862,862
864,2014-05-15,1,06 10 19 27 38 39,A,10 19 27 38 39,6,1,1,False,はずれ,0.656388,0.664133,recent_core4_weak_expand_c_core,180,28,38,19 21 24 28 32 40,12,863,863
864,2014-05-15,2,08 10 19 27 38 39,A,10 19 27 38 39,8,1,1,False,はずれ,0.654194,0.664133,recent_core4_weak_expand_c_core,180,28,38,19 21 24 28 32 40,12,863,863
864,2014-05-15,3,10 13 20 27 37 38,B,10 13 27 37 38,20,0,0,False,はずれ,0.653826,0.661167,recent_core4_weak_expand_c_core,180,28,38,19 21 24 28 32 40,12,863,863
864,2014-05-15,4,06 10 13 27 38 39,C,06 10 13 27 39,38,0,0,False,はずれ,0.658182,0.652216,recent_core4_weak_expand_c_core,180,28,38,19 21 24 28 32 40,12,863,863
864,2014-05-15,5,06 10 13 27 37 39,C,06 10 13 27 39,37,0,0,False,はずれ,0.653256,0.652216,recent_core4_weak_expand_c_core,180,28,38,19 21 24 28 32 40,12,863,863
865,2014-05-19,1,08 10 13 27 37 38,A,10 13 27 37 38,8,0,1,False,はずれ,0.665728,0.670046,recent_core4_weak_expand_c_core,180,28,38,05 07 08 12 23 25,26,864,864
865,2014-05-19,2,10 13 20 27 37 38,A,10 13 27 37 38,20,0,0,False,はずれ,0.66547,0.670046,recent_core4_weak_expand_c_core,180,28,38,05 07 08 12 23 25,26,864,864
865,2014-05-19,3,10 20 23 27 38 39,B,10 20 27 38 39,23,0,1,False,はずれ,0.660983,0.665741,recent_core4_weak_expand_c_core,180,28,38,05 07 08 12 23 25,26,864,864
865,2014-05-19,4,08 13 20 23 27 38,C,08 20 23 27 38,13,2,2,False,はずれ,0.663095,0.66225,recent_core4_weak_expand_c_core,180,28,38,05 07 08 12 23 25,26,864,864
865,2014-05-19,5,08 10 20 23 27 38,C,08 20 23 27 38,10,2,2,False,はずれ,0.663061,0.66225,recent_core4_weak_expand_c_core,180,28,38,05 07 08 12 23 25,26,864,864
866,2014-05-22,1,10 13 20 27 37 38,A,10 13 27 37 38,20,1,1,False,はずれ,0.666707,0.671124,recent_core4_weak_expand_c_core,180,28,38,01 03 10 21 29 43,39,865,865
866,2014-05-22,2,06 10 13 27 37 38,A,10 13 27 37 38,6,1,1,False,はずれ,0.664308,0.671124,recent_core4_weak_expand_c_core,180,28,38,01 03 10 21 29 43,39,865,865
866,2014-05-22,3,10 13 20 27 38 39,B,10 20 27 38 39,13,1,1,True,はずれ,0.660674,0.665239,recent_core4_weak_expand_c_core,180,28,38,01 03 10 21 29 43,39,865,865
866,2014-05-22,4,06 10 13 27 38 39,C,06 10 13 27 39,38,1,1,True,はずれ,0.665121,0.657822,recent_core4_weak_expand_c_core,180,28,38,01 03 10 21 29 43,39,865,865
866,2014-05-22,5,06 10 13 27 37 39,C,06 10 13 27 39,37,1,1,True,はずれ,0.661259,0.657822,recent_core4_weak_expand_c_core,180,28,38,01 03 10 21 29 43,39,865,865
867,2014-05-26,1,10 13 20 27 37 38,A,10 13 27 37 38,20,2,2,False,はずれ,0.684992,0.685894,recent_core4_weak_expand_c_core,180,28,38,02 14 21 26 37 38,18,866,866
867,2014-05-26,2,06 10 13 27 37 38,A,10 13 27 37 38,6,2,2,False,はずれ,0.680516,0.685894,recent_core4_weak_expand_c_core,180,28,38,02 14 21 26 37 38,18,866,866
867,2014-05-26,3,10 13 20 27 38 39,B,10 20 27 38 39,13,1,1,False,はずれ,0.678418,0.680791,recent_core4_weak_expand_c_core,180,28,38,02 14 21 26 37 38,18,866,866
867,2014-05-26,4,02 13 20 27 37 38,C,02 13 20 27 38,37,2,3,False,5等,0.679965,0.673969,recent_core4_weak_expand_c_core,180,28,38,02 14 21 26 37 38,18,866,866
867,2014-05-26,5,02 10 13 20 27 38,C,02 13 20 27 38,10,2,2,False,はずれ,0.672098,0.673969,recent_core4_weak_expand_c_core,180,28,38,02 14 21 26 37 38,18,866,866
868,2014-05-29,1,10 13 20 27 38 39,A,10 13 27 38 39,20,0,0,True,はずれ,0.671791,0.673849,recent_core4_weak_expand_c_core,180,28,38,05 18 19 26 31 43,10,867,867
868,2014-05-29,2,06 10 13 27 38 39,A,10 13 27 38 39,6,0,0,True,はずれ,0.670621,0.673849,recent_core4_weak_expand_c_core,180,28,38,05 18 19 26 31 43,10,867,867
868,2014-05-29,3,06 10 13 20 27 39,B,06 10 20 27 39,13,0,0,True,はずれ,0.672778,0.671002,recent_core4_weak_expand_c_core,180,28,38,05 18 19 26 31 43,10,867,867
868,2014-05-29,4,10 20 27 37 38 39,C,10 20 27 37 38,39,0,0,True,はずれ,0.652214,0.660685,recent_core4_weak_expand_c_core,180,28,38,05 18 19 26 31 43,10,867,867
868,2014-05-29,5,10 20 22 27 37 38,C,10 20 27 37 38,22,0,0,True,はずれ,0.649543,0.660685,recent_core4_weak_expand_c_core,180,28,38,05 18 19 26 31 43,10,867,867
869,2014-06-02,1,10 13 20 27 38 39,A,10 13 27 38 39,20,1,1,False,はずれ,0.672869,0.67501,recent_core4_weak_expand_c_core,180,28,38,05 07 23 24 37 38,40,868,868
869,2014-06-02,2,06 10 13 27 38 39,A,10 13 27 38 39,6,1,1,False,はずれ,0.672055,0.67501,recent_core4_weak_expand_c_core,180,28,38,05 07 23 24 37 38,40,868,868
869,2014-06-02,3,06 10 13 20 27 39,B,06 10 20 27 39,13,0,0,False,はずれ,0.675052,0.673314,recent_core4_weak_expand_c_core,180,28,38,05 07 23 24 37 38,40,868,868
869,2014-06-02,4,10 20 27 37 38 39,C,10 20 27 37 38,39,2,2,False,はずれ,0.655681,0.663908,recent_core4_weak_expand_c_core,180,28,38,05 07 23 24 37 38,40,868,868
869,2014-06-02,5,10 20 22 27 37 38,C,10 20 27 37 38,22,2,2,False,はずれ,0.652476,0.663908,recent_core4_weak_expand_c_core,180,28,38,05 07 23 24 37 38,40,868,868
870,2014-06-05,1,10 13 20 27 38 39,A,10 13 27 38 39,20,1,1,False,はずれ,0.665406,0.668185,recent_core4_weak_expand_c_core,180,28,38,01 11 14 21 23 39,26,869,869
870,2014-06-05,2,06 10 13 27 38 39,A,10 13 27 38 39,6,1,1,False,はずれ,0.663178,0.668185,recent_core4_weak_expand_c_core,180,28,38,01 11 14 21 23 39,26,869,869
870,2014-06-05,3,06 10 13 20 27 39,B,06 10 20 27 39,13,1,1,False,はずれ,0.665416,0.663818,recent_core4_weak_expand_c_core,180,28,38,01 11 14 21 23 39,26,869,869
870,2014-06-05,4,10 20 27 37 38 39,C,10 20 27 37 38,39,0,1,False,はずれ,0.650947,0.659969,recent_core4_weak_expand_c_core,180,28,38,01 11 14 21 23 39,26,869,869
870,2014-06-05,5,10 20 22 27 37 38,C,10 20 27 37 38,22,0,0,False,はずれ,0.64761,0.659969,recent_core4_weak_expand_c_core,180,28,38,01 11 14 21 23 39,26,869,869
871,2014-06-09,1,10 13 20 27 37 38,A,10 13 27 37 38,20,3,4,False,4等,0.669363,0.671356,recent_core4_weak_expand_c_core,180,28,38,03 10 11 13 20 27,25,870,870
871,2014-06-09,2,06 10 13 27 37 38,A,10 13 27 37 38,6,3,3,False,5等,0.666031,0.671356,recent_core4_weak_expand_c_core,180,28,38,03 10 11 13 20 27,25,870,870
871,2014-06-09,3,10 13 20 27 38 39,B,10 20 27 38 39,13,3,4,False,4等,0.665271,0.666256,recent_core4_weak_expand_c_core,180,28,38,03 10 11 13 20 27,25,870,870
871,2014-06-09,4,06 10 13 27 38 39,C,06 10 13 27 39,38,3,3,False,5等,0.666564,0.662896,recent_core4_weak_expand_c_core,180,28,38,03 10 11 13 20 27,25,870,870
871,2014-06-09,5,06 10 13 22 27 39,C,06 10 13 27 39,22,3,3,False,5等,0.662653,0.662896,recent_core4_weak_expand_c_core,180,28,38,03 10 11 13 20 27,25,870,870
872,2014-06-12,1,10 13 22 27 37 38,A,10 13 22 37 38,27,1,1,False,はずれ,0.651595,0.655895,recent_core4_weak_expand_c_core,180,28,38,06 10 17 18 19 24,7,871,871
872,2014-06-12,2,10 13 22 37 38 39,A,10 13 22 37 38,39,1,1,False,はずれ,0.646383,0.655895,recent_core4_weak_expand_c_core,180,28,38,06 10 17 18 19 24,7,871,871
872,2014-06-12,3,06 10 14 23 37 38,B,10 14 23 37 38,6,1,2,False,はずれ,0.644135,0.653445,recent_core4_weak_expand_c_core,180,28,38,06 10 17 18 19 24,7,871,871
872,2014-06-12,4,10 13 22 27 38 39,C,10 13 27 38 39,22,1,1,False,はずれ,0.647193,0.650341,recent_core4_weak_expand_c_core,180,28,38,06 10 17 18 19 24,7,871,871
872,2014-06-12,5,10 13 14 27 38 39,C,10 13 27 38 39,14,1,1,False,はずれ,0.64191,0.650341,recent_core4_weak_expand_c_core,180,28,38,06 10 17 18 19 24,7,871,871
873,2014-06-16,1,10 13 22 27 37 38,A,10 13 22 37 38,27,1,2,False,はずれ,0.654426,0.658445,recent_core4_weak_expand_c_core,180,28,38,04 22 26 27 32 43,20,872,872
873,2014-06-16,2,10 13 22 37 38 39,A,10 13 22 37 38,39,1,1,False,はずれ,0.649148,0.658445,recent_core4_weak_expand_c_core,180,28,38,04 22 26 27 32 43,20,872,872
873,2014-06-16,3,10 14 22 23 37 38,B,10 14 23 37 38,22,0,1,False,はずれ,0.644834,0.656629,recent_core4_weak_expand_c_core,180,28,38,04 22 26 27 32 43,20,872,872
873,2014-06-16,4,10 13 14 27 38 39,C,10 13 27 38 39,14,1,1,False,はずれ,0.645268,0.653617,recent_core4_weak_expand_c_core,180,28,38,04 22 26 27 32 43,20,872,872
873,2014-06-16,5,06 10 13 27 38 39,C,10 13 27 38 39,6,1,1,False,はずれ,0.642782,0.653617,recent_core4_weak_expand_c_core,180,28,38,04 22 26 27 32 43,20,872,872
874,2014-06-19,1,10 13 14 27 37 38,A,10 13 27 37 38,14,2,2,False,はずれ,0.651944,0.66119,recent_core4_weak_expand_c_core,180,28,38,02 08 21 27 33 37,42,873,873
874,2014-06-19,2,02 10 13 27 37 38,A,10 13 27 37 38,2,2,3,False,5等,0.650113,0.66119,recent_core4_weak_expand_c_core,180,28,38,02 08 21 27 33 37,42,873,873
874,2014-06-19,3,10 14 23 27 37 38,B,10 14 23 37 38,27,1,2,False,はずれ,0.655961,0.658598,recent_core4_weak_expand_c_core,180,28,38,02 08 21 27 33 37,42,873,873
874,2014-06-19,4,10 19 24 27 38 39,C,10 19 24 27 39,38,1,1,False,はずれ,0.658468,0.656146,recent_core4_weak_expand_c_core,180,28,38,02 08 21 27 33 37,42,873,873
874,2014-06-19,5,10 19 24 27 37 39,C,10 19 24 27 39,37,1,2,False,はずれ,0.650606,0.656146,recent_core4_weak_expand_c_core,180,28,38,02 08 21 27 33 37,42,873,873
875,2014-06-23,1,10 13 14 27 37 38,A,10 13 27 37 38,14,1,1,False,はずれ,0.648395,0.657138,recent_core4_weak_expand_c_core,180,28,38,04 05 11 13 22 25,43,874,874
875,2014-06-23,2,06 10 13 27 37 38,A,10 13 27 37 38,6,1,1,False,はずれ,0.645359,0.657138,recent_core4_weak_expand_c_core,180,28,38,04 05 11 13 22 25,43,874,874
875,2014-06-23,3,10 19 24 27 38 39,B,10 19 24 27 39,38,0,0,False,はずれ,0.656475,0.656129,recent_core4_weak_expand_c_core,180,28,38,04 05 11 13 22 25,43,874,874
875,2014-06-23,4,10 14 23 27 37 38,C,10 14 23 37 38,27,0,0,False,はずれ,0.650905,0.652522,recent_core4_weak_expand_c_core,180,28,38,04 05 11 13 22 25,43,874,874
875,2014-06-23,5,10 14 23 37 38 39,C,10 14 23 37 38,39,0,0,False,はずれ,0.644083,0.652522,recent_core4_weak_expand_c_core,180,28,38,04 05 11 13 22 25,43,874,874
876,2014-06-26,1,10 13 14 27 37 38,A,10 13 27 37 38,14,0,0,False,はずれ,0.650252,0.658602,recent_core4_weak_expand_c_core,180,28,38,11 12 18 25 35 39,9,875,875
876,2014-06-26,2,06 10 13 27 37 38,A,10 13 27 37 38,6,0,0,False,はずれ,0.647277,0.658602,recent_core4_weak_expand_c_core,180,28,38,11 12 18 25 35 39,9,875,875
876,2014-06-26,3,10 19 24 27 38 39,B,10 19 24 27 39,38,1,1,False,はずれ,0.658506,0.657831,recent_core4_weak_expand_c_core,180,28,38,11 12 18 25 35 39,9,875,875
876,2014-06-26,4,10 14 23 27 37 38,C,10 14 23 37 38,27,0,0,False,はずれ,0.654415,0.655778,recent_core4_weak_expand_c_core,180,28,38,11 12 18 25 35 39,9,875,875
876,2014-06-26,5,10 14 23 37 38 39,C,10 14 23 37 38,39,0,1,False,はずれ,0.647472,0.655778,recent_core4_weak_expand_c_core,180,28,38,11 12 18 25 35 39,9,875,875
877,2014-06-30,1,10 13 14 27 37 38,A,10 13 27 37 38,14,0,1,True,はずれ,0.650475,0.660159,recent_core4_weak_expand_c_core,180,28,38,03 14 17 32 35 43,10,876,876
877,2014-06-30,2,06 10 13 27 37 38,A,10 13 27 37 38,6,0,0,True,はずれ,0.649223,0.660159,recent_core4_weak_expand_c_core,180,28,38,03 14 17 32 35 43,10,876,876
877,2014-06-30,3,10 14 23 27 37 38,B,10 14 23 37 38,27,1,1,True,はずれ,0.654739,0.655371,recent_core4_weak_expand_c_core,180,28,38,03 14 17 32 35 43,10,876,876
877,2014-06-30,4,10 19 24 27 38 39,C,10 19 24 27 39,38,0,0,True,はずれ,0.656023,0.654305,recent_core4_weak_expand_c_core,180,28,38,03 14 17 32 35 43,10,876,876
877,2014-06-30,5,10 19 24 27 37 39,C,10 19 24 27 39,37,0,0,True,はずれ,0.649084,0.654305,recent_core4_weak_expand_c_core,180,28,38,03 14 17 32 35 43,10,876,876
878,2014-07-03,1,06 10 13 27 37 38,A,10 13 27 37 38,6,0,0,False,はずれ,0.652376,0.663181,recent_core4_weak_expand_c_core,180,28,38,05 14 16 22 25 40,43,877,877
878,2014-07-03,2,10 13 20 27 37 38,A,10 13 27 37 38,20,0,0,False,はずれ,0.65102,0.663181,recent_core4_weak_expand_c_core,180,28,38,05 14 16 22 25 40,43,877,877
878,2014-07-03,3,10 19 24 27 38 39,B,10 19 24 27 39,38,0,0,False,はずれ,0.659142,0.657377,recent_core4_weak_expand_c_core,180,28,38,05 14 16 22 25 40,43,877,877
878,2014-07-03,4,10 14 23 27 37 38,C,10 14 23 37 38,27,1,1,False,はずれ,0.654502,0.654366,recent_core4_weak_expand_c_core,180,28,38,05 14 16 22 25 40,43,877,877
878,2014-07-03,5,10 14 23 37 38 39,C,10 14 23 37 38,39,1,1,False,はずれ,0.644313,0.654366,recent_core4_weak_expand_c_core,180,28,38,05 14 16 22 25 40,43,877,877
879,2014-07-07,1,06 10 13 27 37 38,A,10 13 27 37 38,6,1,1,False,はずれ,0.656913,0.667196,recent_core4_weak_expand_c_core,180,28,38,24 27 34 35 36 43,25,878,878
879,2014-07-07,2,10 13 14 27 37 38,A,10 13 27 37 38,14,1,1,False,はずれ,0.656128,0.667196,recent_core4_weak_expand_c_core,180,28,38,24 27 34 35 36 43,25,878,878
879,2014-07-07,3,10 19 24 27 38 39,B,10 19 24 27 39,38,2,2,False,はずれ,0.66311,0.661365,recent_core4_weak_expand_c_core,180,28,38,24 27 34 35 36 43,25,878,878
879,2014-07-07,4,10 14 23 27 37 38,C,10 14 23 37 38,27,0,1,False,はずれ,0.660628,0.660515,recent_core4_weak_expand_c_core,180,28,38,24 27 34 35 36 43,25,878,878
879,2014-07-07,5,10 14 23 37 38 39,C,10 14 23 37 38,39,0,0,False,はずれ,0.650416,0.660515,recent_core4_weak_expand_c_core,180,28,38,24 27 34 35 36 43,25,878,878
880,2014-07-10,1,06 10 13 27 37 38,A,10 13 27 37 38,6,0,0,False,はずれ,0.646175,0.656243,recent_core4_weak_expand_c_core,180,28,38,01 08 11 16 25 32,19,879,879
880,2014-07-10,2,10 13 14 27 37 38,A,10 13 27 37 38,14,0,0,False,はずれ,0.645268,0.656243,recent_core4_weak_expand_c_core,180,28,38,01 08 11 16 25 32,19,879,879
880,2014-07-10,3,10 19 24 27 38 39,B,10 19 24 27 39,38,0,0,True,はずれ,0.654151,0.653097,recent_core4_weak_expand_c_core,180,28,38,01 08 11 16 25 32,19,879,879
880,2014-07-10,4,10 14 23 27 37 38,C,10 14 23 37 38,27,0,0,False,はずれ,0.650935,0.65191,recent_core4_weak_expand_c_core,180,28,38,01 08 11 16 25 32,19,879,879
880,2014-07-10,5,10 14 23 37 38 39,C,10 14 23 37 38,39,0,0,False,はずれ,0.641456,0.65191,recent_core4_weak_expand_c_core,180,28,38,01 08 11 16 25 32,19,879,879
881,2014-07-14,1,06 10 13 27 37 38,A,10 13 27 37 38,6,0,1,False,はずれ,0.655672,0.665622,recent_core4_weak_expand_c_core,180,28,38,04 06 12 18 28 41,35,880,880
881,2014-07-14,2,10 13 14 27 37 38,A,10 13 27 37 38,14,0,0,False,はずれ,0.655285,0.665622,recent_core4_weak_expand_c_core,180,28,38,04 06 12 18 28 41,35,880,880
881,2014-07-14,3,10 19 24 27 38 39,B,10 19 24 27 39,38,0,0,False,はずれ,0.662936,0.661199,recent_core4_weak_expand_c_core,180,28,38,04 06 12 18 28 41,35,880,880
881,2014-07-14,4,10 14 23 27 37 38,C,10 14 23 37 38,27,0,0,False,はずれ,0.660696,0.661054,recent_core4_weak_expand_c_core,180,28,38,04 06 12 18 28 41,35,880,880
881,2014-07-14,5,10 14 23 37 38 39,C,10 14 23 37 38,39,0,0,False,はずれ,0.651167,0.661054,recent_core4_weak_expand_c_core,180,28,38,04 06 12 18 28 41,35,880,880
882,2014-07-17,1,10 13 14 27 37 38,A,10 13 27 37 38,14,0,0,False,はずれ,0.665659,0.675341,recent_core4_weak_expand_c_core,180,28,38,05 15 23 26 30 36,6,881,881
882,2014-07-17,2,10 13 23 27 37 38,A,10 13 27 37 38,23,0,1,False,はずれ,0.663229,0.675341,recent_core4_weak_expand_c_core,180,28,38,05 15 23 26 30 36,6,881,881
882,2014-07-17,3,10 14 23 27 37 38,B,10 14 23 37 38,27,1,1,False,はずれ,0.670808,0.670539,recent_core4_weak_expand_c_core,180,28,38,05 15 23 26 30 36,6,881,881
882,2014-07-17,4,10 19 24 27 38 39,C,10 19 24 27 39,38,0,0,False,はずれ,0.67053,0.667813,recent_core4_weak_expand_c_core,180,28,38,05 15 23 26 30 36,6,881,881
882,2014-07-17,5,10 19 24 27 37 39,C,10 19 24 27 39,37,0,0,False,はずれ,0.66399,0.667813,recent_core4_weak_expand_c_core,180,28,38,05 15 23 26 30 36,6,881,881
883,2014-07-21,1,10 13 14 27 37 38,A,10 13 27 37 38,14,2,2,False,はずれ,0.666338,0.675604,recent_core4_weak_expand_c_core,180,28,38,10 16 25 29 38 42,23,882,882
883,2014-07-21,2,06 10 13 27 37 38,A,10 13 27 37 38,6,2,2,False,はずれ,0.663265,0.675604,recent_core4_weak_expand_c_core,180,28,38,10 16 25 29 38 42,23,882,882
883,2014-07-21,3,10 19 24 27 38 39,B,10 19 24 27 39,38,1,2,False,はずれ,0.672809,0.671244,recent_core4_weak_expand_c_core,180,28,38,10 16 25 29 38 42,23,882,882
883,2014-07-21,4,10 14 23 27 37 38,C,10 14 23 37 38,27,2,2,True,はずれ,0.665961,0.664241,recent_core4_weak_expand_c_core,180,28,38,10 16 25 29 38 42,23,882,882
883,2014-07-21,5,10 14 23 37 38 39,C,10 14 23 37 38,39,2,2,True,はずれ,0.654789,0.664241,recent_core4_weak_expand_c_core,180,28,38,10 16 25 29 38 42,23,882,882
884,2014-07-24,1,10 13 14 27 37 38,A,10 13 27 37 38,14,1,1,False,はずれ,0.653782,0.661498,recent_core4_weak_expand_c_core,180,28,38,02 07 25 26 38 42,19,883,883
884,2014-07-24,2,06 10 13 27 37 38,A,10 13 27 37 38,6,1,1,False,はずれ,0.650787,0.661498,recent_core4_weak_expand_c_core,180,28,38,02 07 25 26 38 42,19,883,883
884,2014-07-24,3,10 19 24 27 37 39,B,10 19 24 27 39,37,0,0,True,はずれ,0.6569,0.661313,recent_core4_weak_expand_c_core,180,28,38,02 07 25 26 38 42,19,883,883
884,2014-07-24,4,10 13 16 27 38 39,C,10 16 27 38 39,13,1,1,False,はずれ,0.646163,0.652767,recent_core4_weak_expand_c_core,180,28,38,02 07 25 26 38 42,19,883,883
884,2014-07-24,5,10 16 23 27 38 39,C,10 16 27 38 39,23,1,1,False,はずれ,0.642773,0.652767,recent_core4_weak_expand_c_core,180,28,38,02 07 25 26 38 42,19,883,883
885,2014-07-28,1,10 13 14 27 37 38,A,10 13 27 37 38,14,1,1,True,はずれ,0.661866,0.668872,recent_core4_weak_expand_c_core,180,28,38,22 28 33 36 37 41,14,884,884
885,2014-07-28,2,06 10 13 27 37 38,A,10 13 27 37 38,6,1,1,False,はずれ,0.65862,0.668872,recent_core4_weak_expand_c_core,180,28,38,22 28 33 36 37 41,14,884,884
885,2014-07-28,3,10 19 24 27 38 39,B,10 19 24 27 39,38,0,0,False,はずれ,0.664717,0.666411,recent_core4_weak_expand_c_core,180,28,38,22 28 33 36 37 41,14,884,884
885,2014-07-28,4,10 14 25 27 37 38,C,10 14 25 37 38,27,1,1,True,はずれ,0.663382,0.663149,recent_core4_weak_expand_c_core,180,28,38,22 28 33 36 37 41,14,884,884
885,2014-07-28,5,10 14 25 37 38 39,C,10 14 25 37 38,39,1,1,True,はずれ,0.654448,0.663149,recent_core4_weak_expand_c_core,180,28,38,22 28 33 36 37 41,14,884,884
886,2014-07-31,1,10 14 19 24 27 39,A,10 19 24 27 39,14,2,2,False,はずれ,0.668826,0.668736,recent_core4_weak_expand_c_core,180,28,38,07 10 13 23 34 39,11,885,885
886,2014-07-31,2,10 19 24 27 38 39,A,10 19 24 27 39,38,2,2,False,はずれ,0.667274,0.668736,recent_core4_weak_expand_c_core,180,28,38,07 10 13 23 34 39,11,885,885
886,2014-07-31,3,06 10 13 27 37 38,B,10 13 27 37 38,6,2,2,False,はずれ,0.658135,0.667704,recent_core4_weak_expand_c_core,180,28,38,07 10 13 23 34 39,11,885,885
886,2014-07-31,4,10 13 16 27 38 39,C,10 16 27 38 39,13,2,3,False,5等,0.655095,0.660971,recent_core4_weak_expand_c_core,180,28,38,07 10 13 23 34 39,11,885,885
886,2014-07-31,5,10 16 23 27 38 39,C,10 16 27 38 39,23,2,3,False,5等,0.651816,0.660971,recent_core4_weak_expand_c_core,180,28,38,07 10 13 23 34 39,11,885,885
887,2014-08-04,1,06 10 13 27 38 39,A,10 13 27 38 39,6,0,1,False,はずれ,0.646033,0.653133,recent_core4_weak_expand_c_core,180,28,38,03 04 06 18 32 37,7,886,886
887,2014-08-04,2,10 13 14 27 38 39,A,10 13 27 38 39,14,0,0,False,はずれ,0.644901,0.653133,recent_core4_weak_expand_c_core,180,28,38,03 04 06 18 32 37,7,886,886
887,2014-08-04,3,10 19 24 27 38 39,B,10 19 24 27 39,38,0,0,False,はずれ,0.652167,0.652352,recent_core4_weak_expand_c_core,180,28,38,03 04 06 18 32 37,7,886,886
887,2014-08-04,4,10 13 25 27 37 38,C,10 13 25 37 38,27,1,1,False,はずれ,0.644194,0.646965,recent_core4_weak_expand_c_core,180,28,38,03 04 06 18 32 37,7,886,886
887,2014-08-04,5,10 13 22 25 37 38,C,10 13 25 37 38,22,1,1,False,はずれ,0.637194,0.646965,recent_core4_weak_expand_c_core,180,28,38,03 04 06 18 32 37,7,886,886
888,2014-08-07,1,06 10 13 27 38 39,A,10 13 27 38 39,6,1,1,False,はずれ,0.643361,0.651155,recent_core4_weak_expand_c_core,180,28,38,02 04 09 36 37 39,43,887,887
888,2014-08-07,2,10 13 14 27 38 39,A,10 13 27 38 39,14,1,1,False,はずれ,0.642895,0.651155,recent_core4_weak_expand_c_core,180,28,38,02 04 09 36 37 39,43,887,887
888,2014-08-07,3,10 19 24 27 38 39,B,10 19 24 27 39,38,1,1,False,はずれ,0.650546,0.650912,recent_core4_weak_expand_c_core,180,28,38,02 04 09 36 37 39,43,887,887
