draw_no,date,rank,prediction,actual,bonus,main_matches,bonus_match,grade,score,source,train_draws,train_until_draw_no,reference_payout_yen
443,2009-04-30,1,06 15 20 28 31 37,06 10 21 22 23 35,05,1,False,はずれ,0.739839,loto6_heuristic_ensemble,442,442,0
443,2009-04-30,2,02 15 20 28 37 43,06 10 21 22 23 35,05,0,False,はずれ,0.737218,loto6_heuristic_ensemble,442,442,0
443,2009-04-30,3,02 15 20 28 31 37,06 10 21 22 23 35,05,0,False,はずれ,0.734204,loto6_heuristic_ensemble,442,442,0
443,2009-04-30,4,02 12 15 28 37 43,06 10 21 22 23 35,05,0,False,はずれ,0.732978,loto6_heuristic_ensemble,442,442,0
443,2009-04-30,5,06 15 20 28 37 43,06 10 21 22 23 35,05,1,False,はずれ,0.732483,loto6_heuristic_ensemble,442,442,0
444,2009-05-07,1,02 15 20 28 37 43,05 13 16 18 24 32,30,0,False,はずれ,0.740001,loto6_heuristic_ensemble,443,443,0
444,2009-05-07,2,02 12 15 28 37 43,05 13 16 18 24 32,30,0,False,はずれ,0.735685,loto6_heuristic_ensemble,443,443,0
444,2009-05-07,3,08 15 20 28 37 43,05 13 16 18 24 32,30,0,False,はずれ,0.734978,loto6_heuristic_ensemble,443,443,0
444,2009-05-07,4,02 15 20 28 31 37,05 13 16 18 24 32,30,0,False,はずれ,0.734232,loto6_heuristic_ensemble,443,443,0
444,2009-05-07,5,02 12 15 20 37 43,05 13 16 18 24 32,30,0,False,はずれ,0.731495,loto6_heuristic_ensemble,443,443,0
445,2009-05-14,1,02 15 20 28 37 43,10 20 23 26 37 40,09,2,False,はずれ,0.741017,loto6_heuristic_ensemble,444,444,0
445,2009-05-14,2,08 15 20 28 37 43,10 20 23 26 37 40,09,2,False,はずれ,0.736093,loto6_heuristic_ensemble,444,444,0
445,2009-05-14,3,02 15 20 28 31 37,10 20 23 26 37 40,09,2,False,はずれ,0.735781,loto6_heuristic_ensemble,444,444,0
445,2009-05-14,4,02 12 15 28 37 43,10 20 23 26 37 40,09,1,False,はずれ,0.733635,loto6_heuristic_ensemble,444,444,0
445,2009-05-14,5,08 15 20 28 31 37,10 20 23 26 37 40,09,2,False,はずれ,0.732338,loto6_heuristic_ensemble,444,444,0
446,2009-05-21,1,02 15 20 28 37 43,03 08 17 26 27 36,13,0,False,はずれ,0.727332,loto6_heuristic_ensemble,445,445,0
446,2009-05-21,2,02 12 15 28 37 43,03 08 17 26 27 36,13,0,False,はずれ,0.721432,loto6_heuristic_ensemble,445,445,0
446,2009-05-21,3,02 15 20 28 31 37,03 08 17 26 27 36,13,0,False,はずれ,0.720745,loto6_heuristic_ensemble,445,445,0
446,2009-05-21,4,08 15 20 28 37 43,03 08 17 26 27 36,13,1,False,はずれ,0.720534,loto6_heuristic_ensemble,445,445,0
446,2009-05-21,5,02 12 15 20 37 43,03 08 17 26 27 36,13,0,False,はずれ,0.719311,loto6_heuristic_ensemble,445,445,0
447,2009-05-28,1,02 15 20 28 37 43,15 23 29 36 42 43,34,2,False,はずれ,0.726795,loto6_heuristic_ensemble,446,446,0
447,2009-05-28,2,02 15 20 28 31 37,15 23 29 36 42 43,34,1,False,はずれ,0.718768,loto6_heuristic_ensemble,446,446,0
447,2009-05-28,3,02 12 15 28 37 43,15 23 29 36 42 43,34,2,False,はずれ,0.717673,loto6_heuristic_ensemble,446,446,0
447,2009-05-28,4,02 12 15 20 37 43,15 23 29 36 42 43,34,2,False,はずれ,0.715679,loto6_heuristic_ensemble,446,446,0
447,2009-05-28,5,08 15 20 28 37 43,15 23 29 36 42 43,34,2,False,はずれ,0.715494,loto6_heuristic_ensemble,446,446,0
448,2009-06-04,1,03 12 20 28 31 37,09 23 32 35 39 42,37,0,True,はずれ,0.732141,loto6_heuristic_ensemble,447,447,0
448,2009-06-04,2,02 12 20 23 37 43,09 23 32 35 39 42,37,1,True,はずれ,0.719962,loto6_heuristic_ensemble,447,447,0
448,2009-06-04,3,03 12 20 28 37 43,09 23 32 35 39 42,37,0,True,はずれ,0.719934,loto6_heuristic_ensemble,447,447,0
448,2009-06-04,4,02 20 23 28 31 37,09 23 32 35 39 42,37,1,True,はずれ,0.713694,loto6_heuristic_ensemble,447,447,0
448,2009-06-04,5,02 15 20 28 31 37,09 23 32 35 39 42,37,0,True,はずれ,0.712179,loto6_heuristic_ensemble,447,447,0
449,2009-06-11,1,03 12 20 28 31 37,19 20 21 23 27 32,24,1,False,はずれ,0.733854,loto6_heuristic_ensemble,448,448,0
449,2009-06-11,2,02 12 20 23 37 43,19 20 21 23 27 32,24,2,False,はずれ,0.726548,loto6_heuristic_ensemble,448,448,0
449,2009-06-11,3,03 12 20 28 37 43,19 20 21 23 27 32,24,1,False,はずれ,0.72183,loto6_heuristic_ensemble,448,448,0
449,2009-06-11,4,02 20 23 28 31 37,19 20 21 23 27 32,24,2,False,はずれ,0.720176,loto6_heuristic_ensemble,448,448,0
449,2009-06-11,5,02 08 20 23 37 43,19 20 21 23 27 32,24,2,False,はずれ,0.719847,loto6_heuristic_ensemble,448,448,0
450,2009-06-18,1,02 12 20 23 37 43,15 20 21 32 40 42,27,1,False,はずれ,0.732665,loto6_heuristic_ensemble,449,449,0
450,2009-06-18,2,02 08 20 23 37 43,15 20 21 32 40 42,27,1,False,はずれ,0.728522,loto6_heuristic_ensemble,449,449,0
450,2009-06-18,3,03 12 20 28 31 37,15 20 21 32 40 42,27,1,False,はずれ,0.727323,loto6_heuristic_ensemble,449,449,0
450,2009-06-18,4,02 20 23 28 31 37,15 20 21 32 40 42,27,1,False,はずれ,0.726444,loto6_heuristic_ensemble,449,449,0
450,2009-06-18,5,02 20 23 28 37 43,15 20 21 32 40 42,27,1,False,はずれ,0.723663,loto6_heuristic_ensemble,449,449,0
451,2009-06-25,1,02 12 20 23 37 43,06 14 16 19 26 39,21,0,False,はずれ,0.724934,loto6_heuristic_ensemble,450,450,0
451,2009-06-25,2,03 12 20 28 31 37,06 14 16 19 26 39,21,0,False,はずれ,0.724196,loto6_heuristic_ensemble,450,450,0
451,2009-06-25,3,02 08 20 23 37 43,06 14 16 19 26 39,21,0,False,はずれ,0.72132,loto6_heuristic_ensemble,450,450,0
451,2009-06-25,4,02 20 23 28 31 37,06 14 16 19 26 39,21,0,False,はずれ,0.719304,loto6_heuristic_ensemble,450,450,0
451,2009-06-25,5,02 20 23 28 37 43,06 14 16 19 26 39,21,0,False,はずれ,0.716164,loto6_heuristic_ensemble,450,450,0
452,2009-07-02,1,03 12 20 28 31 37,01 05 25 27 29 40,19,0,False,はずれ,0.725528,loto6_heuristic_ensemble,451,451,0
452,2009-07-02,2,02 12 20 23 37 43,01 05 25 27 29 40,19,0,False,はずれ,0.723503,loto6_heuristic_ensemble,451,451,0
452,2009-07-02,3,02 08 20 23 37 43,01 05 25 27 29 40,19,0,False,はずれ,0.720103,loto6_heuristic_ensemble,451,451,0
452,2009-07-02,4,02 20 23 28 31 37,01 05 25 27 29 40,19,0,False,はずれ,0.717791,loto6_heuristic_ensemble,451,451,0
452,2009-07-02,5,02 12 20 23 31 37,01 05 25 27 29 40,19,0,False,はずれ,0.714943,loto6_heuristic_ensemble,451,451,0
453,2009-07-09,1,02 12 20 23 37 43,07 17 19 27 35 40,41,0,False,はずれ,0.726245,loto6_heuristic_ensemble,452,452,0
453,2009-07-09,2,03 12 20 28 31 37,07 17 19 27 35 40,41,0,False,はずれ,0.724982,loto6_heuristic_ensemble,452,452,0
453,2009-07-09,3,02 08 20 23 37 43,07 17 19 27 35 40,41,0,False,はずれ,0.723045,loto6_heuristic_ensemble,452,452,0
453,2009-07-09,4,02 12 20 23 31 37,07 17 19 27 35 40,41,0,False,はずれ,0.717549,loto6_heuristic_ensemble,452,452,0
453,2009-07-09,5,02 20 23 28 31 37,07 17 19 27 35 40,41,0,False,はずれ,0.717422,loto6_heuristic_ensemble,452,452,0
454,2009-07-16,1,03 12 20 28 31 37,02 16 18 27 42 43,12,0,True,はずれ,0.756636,loto6_heuristic_ensemble,453,453,0
454,2009-07-16,2,02 12 20 23 37 43,02 16 18 27 42 43,12,2,True,はずれ,0.749378,loto6_heuristic_ensemble,453,453,0
454,2009-07-16,3,02 12 20 23 31 37,02 16 18 27 42 43,12,1,True,はずれ,0.746714,loto6_heuristic_ensemble,453,453,0
454,2009-07-16,4,02 20 23 28 31 37,02 16 18 27 42 43,12,1,False,はずれ,0.74523,loto6_heuristic_ensemble,453,453,0
454,2009-07-16,5,02 08 20 23 37 43,02 16 18 27 42 43,12,2,False,はずれ,0.740386,loto6_heuristic_ensemble,453,453,0
455,2009-07-23,1,03 12 20 28 31 37,11 20 26 28 30 43,24,2,False,はずれ,0.756837,loto6_heuristic_ensemble,454,454,0
455,2009-07-23,2,08 12 20 23 31 37,11 20 26 28 30 43,24,1,False,はずれ,0.740993,loto6_heuristic_ensemble,454,454,0
455,2009-07-23,3,02 12 20 23 37 43,11 20 26 28 30 43,24,2,False,はずれ,0.738865,loto6_heuristic_ensemble,454,454,0
455,2009-07-23,4,02 12 20 23 31 37,11 20 26 28 30 43,24,1,False,はずれ,0.737703,loto6_heuristic_ensemble,454,454,0
455,2009-07-23,5,02 20 23 28 31 37,11 20 26 28 30 43,24,2,False,はずれ,0.736473,loto6_heuristic_ensemble,454,454,0
456,2009-07-30,1,08 12 20 23 31 37,03 07 15 25 30 39,22,0,False,はずれ,0.725457,loto6_heuristic_ensemble,455,455,0
456,2009-07-30,2,02 12 20 23 37 43,03 07 15 25 30 39,22,0,False,はずれ,0.722882,loto6_heuristic_ensemble,455,455,0
456,2009-07-30,3,02 12 20 23 31 37,03 07 15 25 30 39,22,0,False,はずれ,0.721693,loto6_heuristic_ensemble,455,455,0
456,2009-07-30,4,02 08 20 23 37 43,03 07 15 25 30 39,22,0,False,はずれ,0.71942,loto6_heuristic_ensemble,455,455,0
456,2009-07-30,5,02 16 20 23 37 43,03 07 15 25 30 39,22,0,False,はずれ,0.710841,loto6_heuristic_ensemble,455,455,0
457,2009-08-06,1,08 12 20 23 31 37,10 12 27 32 34 43,42,1,False,はずれ,0.738264,loto6_heuristic_ensemble,456,456,0
457,2009-08-06,2,02 12 20 23 37 43,10 12 27 32 34 43,42,2,False,はずれ,0.737371,loto6_heuristic_ensemble,456,456,0
457,2009-08-06,3,02 12 20 23 31 37,10 12 27 32 34 43,42,1,False,はずれ,0.734523,loto6_heuristic_ensemble,456,456,0
457,2009-08-06,4,02 08 20 23 37 43,10 12 27 32 34 43,42,1,False,はずれ,0.734478,loto6_heuristic_ensemble,456,456,0
457,2009-08-06,5,02 16 20 23 37 43,10 12 27 32 34 43,42,1,False,はずれ,0.726225,loto6_heuristic_ensemble,456,456,0
458,2009-08-13,1,08 12 20 23 31 37,01 18 27 30 36 40,05,0,False,はずれ,0.708829,loto6_heuristic_ensemble,457,457,0
458,2009-08-13,2,02 16 20 23 31 37,01 18 27 30 36 40,05,0,False,はずれ,0.706402,loto6_heuristic_ensemble,457,457,0
458,2009-08-13,3,02 12 20 23 31 37,01 18 27 30 36 40,05,0,False,はずれ,0.705782,loto6_heuristic_ensemble,457,457,0
458,2009-08-13,4,08 16 20 23 31 37,01 18 27 30 36 40,05,0,False,はずれ,0.704116,loto6_heuristic_ensemble,457,457,0
458,2009-08-13,5,02 18 20 23 31 37,01 18 27 30 36 40,05,1,False,はずれ,0.703054,loto6_heuristic_ensemble,457,457,0
459,2009-08-20,1,02 08 20 23 37 43,11 13 27 31 37 43,30,2,False,はずれ,0.731438,loto6_heuristic_ensemble,458,458,0
459,2009-08-20,2,02 20 23 28 31 37,11 13 27 31 37 43,30,2,False,はずれ,0.729081,loto6_heuristic_ensemble,458,458,0
459,2009-08-20,3,02 16 20 23 37 43,11 13 27 31 37 43,30,2,False,はずれ,0.727949,loto6_heuristic_ensemble,458,458,0
459,2009-08-20,4,02 12 20 23 37 43,11 13 27 31 37 43,30,2,False,はずれ,0.726052,loto6_heuristic_ensemble,458,458,0
459,2009-08-20,5,08 12 20 23 31 37,11 13 27 31 37 43,30,2,False,はずれ,0.721824,loto6_heuristic_ensemble,458,458,0
460,2009-08-27,1,02 08 20 23 37 43,18 22 23 32 35 40,07,1,False,はずれ,0.711645,loto6_heuristic_ensemble,459,459,0
460,2009-08-27,2,02 16 20 23 37 43,18 22 23 32 35 40,07,1,False,はずれ,0.710665,loto6_heuristic_ensemble,459,459,0
460,2009-08-27,3,02 12 20 23 37 43,18 22 23 32 35 40,07,1,False,はずれ,0.708549,loto6_heuristic_ensemble,459,459,0
460,2009-08-27,4,02 20 23 28 37 43,18 22 23 32 35 40,07,1,False,はずれ,0.70362,loto6_heuristic_ensemble,459,459,0
460,2009-08-27,5,02 18 20 23 37 43,18 22 23 32 35 40,07,2,False,はずれ,0.699149,loto6_heuristic_ensemble,459,459,0
461,2009-09-03,1,02 08 20 23 37 43,08 10 13 30 32 42,12,1,False,はずれ,0.720793,loto6_heuristic_ensemble,460,460,0
461,2009-09-03,2,02 16 20 23 37 43,08 10 13 30 32 42,12,0,False,はずれ,0.72062,loto6_heuristic_ensemble,460,460,0
461,2009-09-03,3,02 12 20 23 37 43,08 10 13 30 32 42,12,0,True,はずれ,0.718989,loto6_heuristic_ensemble,460,460,0
461,2009-09-03,4,02 06 20 23 37 43,08 10 13 30 32 42,12,0,False,はずれ,0.715183,loto6_heuristic_ensemble,460,460,0
461,2009-09-03,5,02 20 23 28 37 43,08 10 13 30 32 42,12,0,False,はずれ,0.713629,loto6_heuristic_ensemble,460,460,0
462,2009-09-10,1,02 16 20 23 37 43,02 04 06 16 31 33,05,2,False,はずれ,0.72424,loto6_heuristic_ensemble,461,461,0
462,2009-09-10,2,02 12 20 23 37 43,02 04 06 16 31 33,05,1,False,はずれ,0.722694,loto6_heuristic_ensemble,461,461,0
462,2009-09-10,3,02 06 20 23 37 43,02 04 06 16 31 33,05,2,False,はずれ,0.718715,loto6_heuristic_ensemble,461,461,0
462,2009-09-10,4,02 20 23 28 37 43,02 04 06 16 31 33,05,1,False,はずれ,0.717277,loto6_heuristic_ensemble,461,461,0
462,2009-09-10,5,02 18 20 23 37 43,02 04 06 16 31 33,05,1,False,はずれ,0.716442,loto6_heuristic_ensemble,461,461,0
463,2009-09-17,1,02 16 20 23 37 43,10 13 16 25 30 42,28,1,False,はずれ,0.733919,loto6_heuristic_ensemble,462,462,0
463,2009-09-17,2,02 12 20 23 37 43,10 13 16 25 30 42,28,0,False,はずれ,0.733135,loto6_heuristic_ensemble,462,462,0
463,2009-09-17,3,03 12 20 28 31 37,10 13 16 25 30 42,28,0,True,はずれ,0.731534,loto6_heuristic_ensemble,462,462,0
463,2009-09-17,4,02 18 20 23 37 43,10 13 16 25 30 42,28,0,False,はずれ,0.726691,loto6_heuristic_ensemble,462,462,0
463,2009-09-17,5,02 20 23 28 31 37,10 13 16 25 30 42,28,0,True,はずれ,0.726672,loto6_heuristic_ensemble,462,462,0
464,2009-09-24,1,02 16 20 23 37 43,10 21 22 25 27 37,36,1,False,はずれ,0.736617,loto6_heuristic_ensemble,463,463,0
464,2009-09-24,2,02 12 20 23 37 43,10 21 22 25 27 37,36,1,False,はずれ,0.729666,loto6_heuristic_ensemble,463,463,0
464,2009-09-24,3,02 16 20 23 31 37,10 21 22 25 27 37,36,1,False,はずれ,0.724137,loto6_heuristic_ensemble,463,463,0
464,2009-09-24,4,03 18 20 23 30 37,10 21 22 25 27 37,36,1,False,はずれ,0.724033,loto6_heuristic_ensemble,463,463,0
464,2009-09-24,5,02 18 20 23 37 43,10 21 22 25 27 37,36,1,False,はずれ,0.723129,loto6_heuristic_ensemble,463,463,0
465,2009-10-01,1,02 16 20 23 37 43,06 24 27 30 32 38,13,0,False,はずれ,0.72502,loto6_heuristic_ensemble,464,464,0
465,2009-10-01,2,02 12 20 23 37 43,06 24 27 30 32 38,13,0,False,はずれ,0.718097,loto6_heuristic_ensemble,464,464,0
465,2009-10-01,3,03 18 20 23 30 37,06 24 27 30 32 38,13,1,False,はずれ,0.713828,loto6_heuristic_ensemble,464,464,0
465,2009-10-01,4,02 16 20 23 31 37,06 24 27 30 32 38,13,0,False,はずれ,0.712945,loto6_heuristic_ensemble,464,464,0
465,2009-10-01,5,03 12 20 28 31 37,06 24 27 30 32 38,13,0,False,はずれ,0.711911,loto6_heuristic_ensemble,464,464,0
466,2009-10-08,1,02 16 20 23 37 43,01 04 19 28 34 40,14,0,False,はずれ,0.734191,loto6_heuristic_ensemble,465,465,0
466,2009-10-08,2,02 12 20 23 37 43,01 04 19 28 34 40,14,0,False,はずれ,0.727698,loto6_heuristic_ensemble,465,465,0
466,2009-10-08,3,03 18 20 23 30 37,01 04 19 28 34 40,14,0,False,はずれ,0.723546,loto6_heuristic_ensemble,465,465,0
466,2009-10-08,4,03 16 20 23 30 37,01 04 19 28 34 40,14,0,False,はずれ,0.720763,loto6_heuristic_ensemble,465,465,0
466,2009-10-08,5,02 18 20 23 37 43,01 04 19 28 34 40,14,0,False,はずれ,0.72053,loto6_heuristic_ensemble,465,465,0
467,2009-10-15,1,02 16 20 23 37 43,18 19 20 24 32 43,41,2,False,はずれ,0.731287,loto6_heuristic_ensemble,466,466,0
467,2009-10-15,2,02 12 20 23 37 43,18 19 20 24 32 43,41,2,False,はずれ,0.724604,loto6_heuristic_ensemble,466,466,0
467,2009-10-15,3,03 18 20 23 30 37,18 19 20 24 32 43,41,2,False,はずれ,0.72379,loto6_heuristic_ensemble,466,466,0
467,2009-10-15,4,03 16 20 30 37 43,18 19 20 24 32 43,41,2,False,はずれ,0.722465,loto6_heuristic_ensemble,466,466,0
467,2009-10-15,5,03 16 20 23 30 37,18 19 20 24 32 43,41,1,False,はずれ,0.721105,loto6_heuristic_ensemble,466,466,0
468,2009-10-22,1,02 16 20 23 37 43,09 17 26 30 34 40,33,0,False,はずれ,0.709453,loto6_heuristic_ensemble,467,467,0
468,2009-10-22,2,03 18 20 23 30 37,09 17 26 30 34 40,33,1,False,はずれ,0.705303,loto6_heuristic_ensemble,467,467,0
468,2009-10-22,3,02 12 20 23 37 43,09 17 26 30 34 40,33,0,False,はずれ,0.702709,loto6_heuristic_ensemble,467,467,0
468,2009-10-22,4,02 18 20 23 37 43,09 17 26 30 34 40,33,0,False,はずれ,0.700789,loto6_heuristic_ensemble,467,467,0
468,2009-10-22,5,03 16 20 30 37 43,09 17 26 30 34 40,33,1,False,はずれ,0.699238,loto6_heuristic_ensemble,467,467,0
469,2009-10-29,1,02 16 20 23 37 43,10 12 20 35 40 43,28,2,False,はずれ,0.715416,loto6_heuristic_ensemble,468,468,0
469,2009-10-29,2,02 08 20 23 37 43,10 12 20 35 40 43,28,2,False,はずれ,0.707725,loto6_heuristic_ensemble,468,468,0
469,2009-10-29,3,02 12 20 23 37 43,10 12 20 35 40 43,28,3,False,5等,0.704552,loto6_heuristic_ensemble,468,468,1000
469,2009-10-29,4,02 06 20 23 37 43,10 12 20 35 40 43,28,2,False,はずれ,0.702181,loto6_heuristic_ensemble,468,468,0
469,2009-10-29,5,03 16 20 23 30 37,10 12 20 35 40 43,28,1,False,はずれ,0.701978,loto6_heuristic_ensemble,468,468,0
470,2009-11-05,1,02 16 20 23 37 43,01 11 17 23 38 43,18,2,False,はずれ,0.711209,loto6_heuristic_ensemble,469,469,0
470,2009-11-05,2,02 08 20 23 37 43,01 11 17 23 38 43,18,2,False,はずれ,0.704081,loto6_heuristic_ensemble,469,469,0
470,2009-11-05,3,03 16 20 30 37 43,01 11 17 23 38 43,18,1,False,はずれ,0.702962,loto6_heuristic_ensemble,469,469,0
470,2009-11-05,4,03 08 20 30 37 43,01 11 17 23 38 43,18,1,False,はずれ,0.698797,loto6_heuristic_ensemble,469,469,0
470,2009-11-05,5,02 16 20 27 37 43,01 11 17 23 38 43,18,1,False,はずれ,0.697019,loto6_heuristic_ensemble,469,469,0
471,2009-11-12,1,02 16 20 23 37 43,02 13 14 22 23 32,34,2,False,はずれ,0.710939,loto6_heuristic_ensemble,470,470,0
471,2009-11-12,2,02 08 20 23 37 43,02 13 14 22 23 32,34,2,False,はずれ,0.706561,loto6_heuristic_ensemble,470,470,0
471,2009-11-12,3,03 16 20 30 37 43,02 13 14 22 23 32,34,0,False,はずれ,0.702359,loto6_heuristic_ensemble,470,470,0
471,2009-11-12,4,03 08 20 30 37 43,02 13 14 22 23 32,34,0,False,はずれ,0.700943,loto6_heuristic_ensemble,470,470,0
471,2009-11-12,5,02 16 20 27 37 43,02 13 14 22 23 32,34,1,False,はずれ,0.698012,loto6_heuristic_ensemble,470,470,0
472,2009-11-19,1,02 16 20 23 37 43,10 17 28 30 36 42,05,0,False,はずれ,0.709721,loto6_heuristic_ensemble,471,471,0
472,2009-11-19,2,03 16 20 30 37 43,10 17 28 30 36 42,05,1,False,はずれ,0.701265,loto6_heuristic_ensemble,471,471,0
472,2009-11-19,3,02 18 20 23 37 43,10 17 28 30 36 42,05,0,False,はずれ,0.697671,loto6_heuristic_ensemble,471,471,0
472,2009-11-19,4,02 20 23 30 37 43,10 17 28 30 36 42,05,1,False,はずれ,0.69747,loto6_heuristic_ensemble,471,471,0
472,2009-11-19,5,03 18 20 30 37 43,10 17 28 30 36 42,05,1,False,はずれ,0.695141,loto6_heuristic_ensemble,471,471,0
473,2009-11-26,1,02 16 20 23 37 43,06 16 17 22 34 37,26,2,False,はずれ,0.706384,loto6_heuristic_ensemble,472,472,0
473,2009-11-26,2,02 08 20 23 37 43,06 16 17 22 34 37,26,1,False,はずれ,0.700653,loto6_heuristic_ensemble,472,472,0
473,2009-11-26,3,02 12 20 23 37 43,06 16 17 22 34 37,26,1,False,はずれ,0.696494,loto6_heuristic_ensemble,472,472,0
473,2009-11-26,4,03 16 20 30 37 43,06 16 17 22 34 37,26,2,False,はずれ,0.695541,loto6_heuristic_ensemble,472,472,0
473,2009-11-26,5,03 08 20 30 37 43,06 16 17 22 34 37,26,1,False,はずれ,0.692773,loto6_heuristic_ensemble,472,472,0
474,2009-12-03,1,02 16 20 23 37 43,12 15 19 25 28 41,18,0,False,はずれ,0.718433,loto6_heuristic_ensemble,473,473,0
474,2009-12-03,2,02 12 20 23 37 43,12 15 19 25 28 41,18,1,False,はずれ,0.709244,loto6_heuristic_ensemble,473,473,0
474,2009-12-03,3,03 16 20 30 37 43,12 15 19 25 28 41,18,0,False,はずれ,0.707334,loto6_heuristic_ensemble,473,473,0
474,2009-12-03,4,02 20 23 30 37 43,12 15 19 25 28 41,18,0,False,はずれ,0.705239,loto6_heuristic_ensemble,473,473,0
474,2009-12-03,5,02 20 23 28 37 43,12 15 19 25 28 41,18,1,False,はずれ,0.702968,loto6_heuristic_ensemble,473,473,0
475,2009-12-10,1,02 16 20 23 37 43,05 09 10 27 33 42,02,0,True,はずれ,0.722875,loto6_heuristic_ensemble,474,474,0
475,2009-12-10,2,02 08 20 23 37 43,05 09 10 27 33 42,02,0,True,はずれ,0.71896,loto6_heuristic_ensemble,474,474,0
475,2009-12-10,3,03 16 20 23 30 43,05 09 10 27 33 42,02,0,False,はずれ,0.715983,loto6_heuristic_ensemble,474,474,0
475,2009-12-10,4,02 12 20 23 37 43,05 09 10 27 33 42,02,0,True,はずれ,0.714181,loto6_heuristic_ensemble,474,474,0
475,2009-12-10,5,02 16 20 23 35 43,05 09 10 27 33 42,02,0,True,はずれ,0.711571,loto6_heuristic_ensemble,474,474,0
476,2009-12-17,1,02 16 20 23 37 43,07 17 22 30 36 40,02,0,True,はずれ,0.7379,loto6_heuristic_ensemble,475,475,0
476,2009-12-17,2,02 08 20 23 37 43,07 17 22 30 36 40,02,0,True,はずれ,0.732792,loto6_heuristic_ensemble,475,475,0
476,2009-12-17,3,03 16 20 23 30 43,07 17 22 30 36 40,02,1,False,はずれ,0.729589,loto6_heuristic_ensemble,475,475,0
476,2009-12-17,4,02 12 20 23 37 43,07 17 22 30 36 40,02,0,True,はずれ,0.729057,loto6_heuristic_ensemble,475,475,0
476,2009-12-17,5,02 16 20 23 35 43,07 17 22 30 36 40,02,0,True,はずれ,0.726297,loto6_heuristic_ensemble,475,475,0
477,2009-12-24,1,02 16 20 23 37 43,12 14 16 18 38 41,17,1,False,はずれ,0.738033,loto6_heuristic_ensemble,476,476,0
477,2009-12-24,2,02 08 20 23 37 43,12 14 16 18 38 41,17,0,False,はずれ,0.732612,loto6_heuristic_ensemble,476,476,0
477,2009-12-24,3,02 16 20 23 35 43,12 14 16 18 38 41,17,1,False,はずれ,0.726454,loto6_heuristic_ensemble,476,476,0
477,2009-12-24,4,03 16 20 23 30 43,12 14 16 18 38 41,17,1,False,はずれ,0.725281,loto6_heuristic_ensemble,476,476,0
477,2009-12-24,5,02 08 20 23 35 43,12 14 16 18 38 41,17,0,False,はずれ,0.724736,loto6_heuristic_ensemble,476,476,0
478,2010-01-07,1,02 16 20 23 37 43,11 14 23 30 31 38,42,1,False,はずれ,0.745235,loto6_heuristic_ensemble,477,477,0
478,2010-01-07,2,02 08 20 23 37 43,11 14 23 30 31 38,42,1,False,はずれ,0.739702,loto6_heuristic_ensemble,477,477,0
478,2010-01-07,3,02 12 20 23 37 43,11 14 23 30 31 38,42,1,False,はずれ,0.736761,loto6_heuristic_ensemble,477,477,0
478,2010-01-07,4,02 16 20 23 35 43,11 14 23 30 31 38,42,1,False,はずれ,0.733122,loto6_heuristic_ensemble,477,477,0
478,2010-01-07,5,02 12 20 23 35 43,11 14 23 30 31 38,42,1,False,はずれ,0.730574,loto6_heuristic_ensemble,477,477,0
479,2010-01-14,1,03 16 20 23 30 43,05 07 14 17 20 27,03,1,True,はずれ,0.715348,loto6_heuristic_ensemble,478,478,0
479,2010-01-14,2,03 12 20 23 30 43,05 07 14 17 20 27,03,1,True,はずれ,0.709353,loto6_heuristic_ensemble,478,478,0
479,2010-01-14,3,02 20 23 30 37 43,05 07 14 17 20 27,03,1,False,はずれ,0.709345,loto6_heuristic_ensemble,478,478,0
479,2010-01-14,4,03 16 20 23 30 37,05 07 14 17 20 27,03,1,True,はずれ,0.708058,loto6_heuristic_ensemble,478,478,0
479,2010-01-14,5,03 20 23 30 32 43,05 07 14 17 20 27,03,1,True,はずれ,0.707235,loto6_heuristic_ensemble,478,478,0
480,2010-01-21,1,03 16 20 23 30 43,02 05 17 18 35 38,34,0,False,はずれ,0.722981,loto6_heuristic_ensemble,479,479,0
480,2010-01-21,2,03 12 20 23 30 43,02 05 17 18 35 38,34,0,False,はずれ,0.71636,loto6_heuristic_ensemble,479,479,0
480,2010-01-21,3,03 20 23 27 30 32,02 05 17 18 35 38,34,0,False,はずれ,0.715561,loto6_heuristic_ensemble,479,479,0
480,2010-01-21,4,03 20 23 30 32 43,02 05 17 18 35 38,34,0,False,はずれ,0.714851,loto6_heuristic_ensemble,479,479,0
480,2010-01-21,5,03 10 20 23 30 43,02 05 17 18 35 38,34,0,False,はずれ,0.712871,loto6_heuristic_ensemble,479,479,0
481,2010-01-28,1,03 16 20 23 30 43,02 09 11 24 25 34,20,0,True,はずれ,0.72001,loto6_heuristic_ensemble,480,480,0
481,2010-01-28,2,03 12 20 23 30 43,02 09 11 24 25 34,20,0,True,はずれ,0.713414,loto6_heuristic_ensemble,480,480,0
481,2010-01-28,3,03 20 23 27 30 32,02 09 11 24 25 34,20,0,True,はずれ,0.712608,loto6_heuristic_ensemble,480,480,0
481,2010-01-28,4,03 20 23 30 32 43,02 09 11 24 25 34,20,0,True,はずれ,0.711603,loto6_heuristic_ensemble,480,480,0
481,2010-01-28,5,03 18 20 23 30 43,02 09 11 24 25 34,20,0,True,はずれ,0.709971,loto6_heuristic_ensemble,480,480,0
482,2010-02-04,1,03 16 20 23 30 43,04 30 31 36 37 38,19,1,False,はずれ,0.720635,loto6_heuristic_ensemble,481,481,0
