mode,total_source_draws,min_train_draws,completed_draws,latest_completed_draw_no,tickets,top_n,max_main_matches,max_core5_matches,core5_5hit_count,core5_4hit_count,near_third_count,third_or_better_count,grade_counts
third_prize_walk_forward_no_future_leakage,2099,1,2098,2099,10490,5,4,4,0,11,7,0,"{""はずれ"": 10170, ""5等"": 292, ""4等"": 28}"
