draw_no,date,rank,core_label,prediction,core5,cover_number,actual,bonus,train_draws,train_until_draw_no,score,core_score,main_matches,bonus_match,grade,core5_matches,core5_5hit,core5_4plus
1135,2016-12-26,5,C,03 06 12 21 27 38,03 06 12 27 38,21,20 22 28 29 32 41,14,1134,1134,0.65924,0.661002,0,False,はずれ,0,False,False
1136,2016-12-29,1,A,06 19 21 27 38 42,06 19 27 38 42,21,03 04 07 08 22 33,18,1135,1135,0.676687,0.679249,0,False,はずれ,0,False,False
1136,2016-12-29,2,A,06 19 27 30 38 42,06 19 27 38 42,30,03 04 07 08 22 33,18,1135,1135,0.666829,0.679249,0,False,はずれ,0,False,False
1136,2016-12-29,3,B,06 21 27 30 38 42,06 21 27 30 38,42,03 04 07 08 22 33,18,1135,1135,0.659153,0.67781,0,False,はずれ,0,False,False
1136,2016-12-29,4,B,06 19 21 27 30 38,06 21 27 30 38,19,03 04 07 08 22 33,18,1135,1135,0.657452,0.67781,0,False,はずれ,0,False,False
1136,2016-12-29,5,C,03 06 12 21 27 38,03 06 12 27 38,21,03 04 07 08 22 33,18,1135,1135,0.655411,0.655701,1,False,はずれ,1,False,False
1137,2017-01-05,1,A,06 19 21 27 38 42,06 19 27 38 42,21,01 18 21 31 37 41,20,1136,1136,0.669286,0.670325,1,False,はずれ,0,False,False
1137,2017-01-05,2,A,06 19 27 30 38 42,06 19 27 38 42,30,01 18 21 31 37 41,20,1136,1136,0.660472,0.670325,0,False,はずれ,0,False,False
1137,2017-01-05,3,B,06 15 21 27 30 38,06 15 21 27 30,38,01 18 21 31 37 41,20,1136,1136,0.662195,0.665224,1,False,はずれ,1,False,False
1137,2017-01-05,4,B,06 15 21 27 30 42,06 15 21 27 30,42,01 18 21 31 37 41,20,1136,1136,0.654905,0.665224,1,False,はずれ,1,False,False
1137,2017-01-05,5,C,06 21 27 30 38 43,06 27 30 38 43,21,01 18 21 31 37 41,20,1136,1136,0.658263,0.65948,1,False,はずれ,0,False,False
1138,2017-01-09,1,A,06 19 21 27 38 42,06 19 27 38 42,21,08 15 21 24 35 38,22,1137,1137,0.670304,0.673503,2,False,はずれ,1,False,False
1138,2017-01-09,2,A,03 06 19 27 38 42,06 19 27 38 42,03,08 15 21 24 35 38,22,1137,1137,0.662852,0.673503,1,False,はずれ,1,False,False
1138,2017-01-09,3,B,03 06 21 27 30 38,06 21 27 30 38,03,08 15 21 24 35 38,22,1137,1137,0.646659,0.659234,2,False,はずれ,2,False,False
1138,2017-01-09,4,B,06 19 21 27 30 38,06 21 27 30 38,19,08 15 21 24 35 38,22,1137,1137,0.644271,0.659234,2,False,はずれ,2,False,False
1138,2017-01-09,5,C,03 06 12 21 27 38,03 06 12 27 38,21,08 15 21 24 35 38,22,1137,1137,0.653778,0.655651,2,False,はずれ,1,False,False
1139,2017-01-12,1,A,06 19 21 27 38 42,06 19 27 38 42,21,04 06 14 17 23 33,26,1138,1138,0.649892,0.647638,1,False,はずれ,1,False,False
1139,2017-01-12,2,A,06 19 27 30 38 42,06 19 27 38 42,30,04 06 14 17 23 33,26,1138,1138,0.63516,0.647638,1,False,はずれ,1,False,False
1139,2017-01-12,3,B,06 12 21 27 30 38,06 21 27 30 38,12,04 06 14 17 23 33,26,1138,1138,0.62606,0.639637,1,False,はずれ,1,False,False
1139,2017-01-12,4,B,06 19 21 27 30 38,06 21 27 30 38,19,04 06 14 17 23 33,26,1138,1138,0.625556,0.639637,1,False,はずれ,1,False,False
1139,2017-01-12,5,C,03 06 12 21 27 38,03 06 12 27 38,21,04 06 14 17 23 33,26,1138,1138,0.63188,0.628062,1,False,はずれ,1,False,False
1140,2017-01-16,1,A,06 19 21 27 38 42,06 19 27 38 42,21,11 21 30 31 36 37,23,1139,1139,0.652402,0.649723,1,False,はずれ,0,False,False
1140,2017-01-16,2,A,06 19 27 30 38 42,06 19 27 38 42,30,11 21 30 31 36 37,23,1139,1139,0.637477,0.649723,1,False,はずれ,0,False,False
1140,2017-01-16,3,B,06 12 21 27 30 38,06 21 27 30 38,12,11 21 30 31 36 37,23,1139,1139,0.628406,0.642126,2,False,はずれ,2,False,False
1140,2017-01-16,4,B,06 19 21 27 30 38,06 21 27 30 38,19,11 21 30 31 36 37,23,1139,1139,0.62805,0.642126,2,False,はずれ,2,False,False
1140,2017-01-16,5,C,03 06 12 21 27 38,03 06 12 27 38,21,11 21 30 31 36 37,23,1139,1139,0.632397,0.627663,1,False,はずれ,0,False,False
1141,2017-01-19,1,A,06 19 21 27 38 42,06 19 27 38 42,21,01 04 10 14 24 26,29,1140,1140,0.640276,0.63493,0,False,はずれ,0,False,False
1141,2017-01-19,2,A,06 19 27 30 38 42,06 19 27 38 42,30,01 04 10 14 24 26,29,1140,1140,0.622759,0.63493,0,False,はずれ,0,False,False
1141,2017-01-19,3,B,06 12 21 27 30 38,06 21 27 30 38,12,01 04 10 14 24 26,29,1140,1140,0.620524,0.634394,0,False,はずれ,0,False,False
1141,2017-01-19,4,B,06 19 21 27 30 38,06 21 27 30 38,19,01 04 10 14 24 26,29,1140,1140,0.619792,0.634394,0,False,はずれ,0,False,False
1141,2017-01-19,5,C,03 06 12 21 27 38,03 06 12 27 38,21,01 04 10 14 24 26,29,1140,1140,0.623274,0.616772,0,False,はずれ,0,False,False
1142,2017-01-23,1,A,06 19 21 27 38 42,06 19 27 38 42,21,12 13 19 23 28 35,31,1141,1141,0.642593,0.636845,1,False,はずれ,1,False,False
1142,2017-01-23,2,A,06 19 27 30 38 42,06 19 27 38 42,30,12 13 19 23 28 35,31,1141,1141,0.62142,0.636845,1,False,はずれ,1,False,False
1142,2017-01-23,3,B,06 12 21 27 30 38,06 21 27 30 38,12,12 13 19 23 28 35,31,1141,1141,0.620449,0.633648,1,False,はずれ,0,False,False
1142,2017-01-23,4,B,06 19 21 27 30 38,06 21 27 30 38,19,12 13 19 23 28 35,31,1141,1141,0.619701,0.633648,1,False,はずれ,0,False,False
1142,2017-01-23,5,C,06 12 19 21 27 38,06 12 19 21 38,27,12 13 19 23 28 35,31,1141,1141,0.634414,0.618319,2,False,はずれ,2,False,False
1143,2017-01-26,1,A,06 19 21 27 38 42,06 19 27 38 42,21,19 21 31 39 42 43,29,1142,1142,0.640768,0.633848,3,False,5等,2,False,False
1143,2017-01-26,2,A,06 12 19 27 38 42,06 19 27 38 42,12,19 21 31 39 42 43,29,1142,1142,0.617254,0.633848,2,False,はずれ,2,False,False
1143,2017-01-26,3,B,06 12 21 27 30 38,06 21 27 30 38,12,19 21 31 39 42 43,29,1142,1142,0.618854,0.632488,1,False,はずれ,1,False,False
1143,2017-01-26,4,B,06 19 21 27 30 38,06 21 27 30 38,19,19 21 31 39 42 43,29,1142,1142,0.61378,0.632488,2,False,はずれ,1,False,False
1143,2017-01-26,5,C,06 12 21 27 38 43,06 12 27 38 43,21,19 21 31 39 42 43,29,1142,1142,0.628971,0.617748,2,False,はずれ,1,False,False
1144,2017-01-30,1,A,06 19 21 27 38 42,06 19 27 38 42,21,07 13 14 33 39 43,29,1143,1143,0.637474,0.629791,0,False,はずれ,0,False,False
1144,2017-01-30,2,A,06 12 19 27 38 42,06 19 27 38 42,12,07 13 14 33 39 43,29,1143,1143,0.614142,0.629791,0,False,はずれ,0,False,False
1144,2017-01-30,3,B,06 12 21 27 30 38,06 21 27 30 38,12,07 13 14 33 39 43,29,1143,1143,0.61626,0.629052,0,False,はずれ,0,False,False
1144,2017-01-30,4,B,06 19 21 27 30 38,06 21 27 30 38,19,07 13 14 33 39 43,29,1143,1143,0.614213,0.629052,0,False,はずれ,0,False,False
1144,2017-01-30,5,C,06 12 19 21 27 38,06 12 19 21 38,27,07 13 14 33 39 43,29,1143,1143,0.633808,0.618313,0,False,はずれ,0,False,False
1145,2017-02-02,1,A,06 19 21 27 38 42,06 19 27 38 42,21,01 04 15 18 25 28,36,1144,1144,0.639565,0.631813,0,False,はずれ,0,False,False
1145,2017-02-02,2,A,06 12 19 27 38 42,06 19 27 38 42,12,01 04 15 18 25 28,36,1144,1144,0.616464,0.631813,0,False,はずれ,0,False,False
1145,2017-02-02,3,B,06 12 21 27 30 38,06 21 27 30 38,12,01 04 15 18 25 28,36,1144,1144,0.616571,0.628569,0,False,はずれ,0,False,False
1145,2017-02-02,4,B,06 19 21 27 30 38,06 21 27 30 38,19,01 04 15 18 25 28,36,1144,1144,0.614543,0.628569,0,False,はずれ,0,False,False
1145,2017-02-02,5,C,06 12 19 21 27 38,06 12 19 21 38,27,01 04 15 18 25 28,36,1144,1144,0.633966,0.618407,0,False,はずれ,0,False,False
1146,2017-02-06,1,A,06 19 21 27 38 42,06 19 27 38 42,21,01 10 19 23 26 34,27,1145,1145,0.649673,0.643196,1,True,はずれ,1,False,False
1146,2017-02-06,2,A,06 12 19 27 38 42,06 19 27 38 42,12,01 10 19 23 26 34,27,1145,1145,0.628304,0.643196,1,True,はずれ,1,False,False
1146,2017-02-06,3,B,06 12 21 27 30 38,06 21 27 30 38,12,01 10 19 23 26 34,27,1145,1145,0.62679,0.638007,0,True,はずれ,0,False,False
1146,2017-02-06,4,B,06 19 21 27 30 38,06 21 27 30 38,19,01 10 19 23 26 34,27,1145,1145,0.625283,0.638007,1,True,はずれ,0,False,False
1146,2017-02-06,5,C,06 12 19 21 27 38,06 12 19 21 38,27,01 10 19 23 26 34,27,1145,1145,0.643893,0.628244,1,True,はずれ,1,False,False
1147,2017-02-09,1,A,06 19 21 27 38 42,06 19 27 38 42,21,02 03 10 16 26 27,23,1146,1146,0.654279,0.648023,1,False,はずれ,1,False,False
1147,2017-02-09,2,A,06 12 19 27 38 42,06 19 27 38 42,12,02 03 10 16 26 27,23,1146,1146,0.633012,0.648023,1,False,はずれ,1,False,False
1147,2017-02-09,3,B,06 19 21 27 30 38,06 21 27 30 38,19,02 03 10 16 26 27,23,1146,1146,0.628735,0.638122,1,False,はずれ,1,False,False
1147,2017-02-09,4,B,06 12 21 27 30 38,06 21 27 30 38,12,02 03 10 16 26 27,23,1146,1146,0.627395,0.638122,1,False,はずれ,1,False,False
1147,2017-02-09,5,C,06 12 19 21 27 38,06 12 19 21 38,27,02 03 10 16 26 27,23,1146,1146,0.646623,0.630949,1,False,はずれ,0,False,False
1148,2017-02-13,1,A,06 19 21 27 38 42,06 19 21 38 42,27,03 05 16 23 31 43,39,1147,1147,0.634905,0.637955,0,False,はずれ,0,False,False
1148,2017-02-13,2,A,06 12 19 21 38 42,06 19 21 38 42,12,03 05 16 23 31 43,39,1147,1147,0.628569,0.637955,0,False,はずれ,0,False,False
1148,2017-02-13,3,B,06 12 21 27 30 38,06 21 27 30 38,12,03 05 16 23 31 43,39,1147,1147,0.619592,0.627114,0,False,はずれ,0,False,False
1148,2017-02-13,4,B,06 19 21 27 30 38,06 21 27 30 38,19,03 05 16 23 31 43,39,1147,1147,0.616486,0.627114,0,False,はずれ,0,False,False
1148,2017-02-13,5,C,06 12 21 27 38 43,06 12 21 38 43,27,03 05 16 23 31 43,39,1147,1147,0.622855,0.623043,1,False,はずれ,1,False,False
1149,2017-02-16,1,A,06 19 21 27 38 42,06 19 21 38 42,27,02 14 22 23 35 43,31,1148,1148,0.660482,0.664701,0,False,はずれ,0,False,False
1149,2017-02-16,2,A,06 12 19 21 38 42,06 19 21 38 42,12,02 14 22 23 35 43,31,1148,1148,0.653849,0.664701,0,False,はずれ,0,False,False
1149,2017-02-16,3,B,06 12 19 21 27 38,06 12 19 27 38,21,02 14 22 23 35 43,31,1148,1148,0.656763,0.648454,0,False,はずれ,0,False,False
1149,2017-02-16,4,B,06 12 19 27 30 38,06 12 19 27 38,30,02 14 22 23 35 43,31,1148,1148,0.641329,0.648454,0,False,はずれ,0,False,False
1149,2017-02-16,5,C,06 12 21 27 38 43,06 12 21 38 43,27,02 14 22 23 35 43,31,1148,1148,0.646309,0.64722,1,False,はずれ,1,False,False
1150,2017-02-20,1,A,06 19 21 27 38 42,06 19 21 38 42,27,07 11 17 27 32 40,18,1149,1149,0.663345,0.667426,1,False,はずれ,0,False,False
1150,2017-02-20,2,A,06 12 19 21 38 42,06 19 21 38 42,12,07 11 17 27 32 40,18,1149,1149,0.656535,0.667426,0,False,はずれ,0,False,False
1150,2017-02-20,3,B,06 12 21 27 38 43,06 12 21 38 43,27,07 11 17 27 32 40,18,1149,1149,0.649329,0.65036,1,False,はずれ,0,False,False
1150,2017-02-20,4,B,06 12 21 30 38 43,06 12 21 38 43,30,07 11 17 27 32 40,18,1149,1149,0.643415,0.65036,0,False,はずれ,0,False,False
1150,2017-02-20,5,C,06 12 19 21 27 38,06 12 19 27 38,21,07 11 17 27 32 40,18,1149,1149,0.657125,0.648627,1,False,はずれ,1,False,False
1151,2017-02-23,1,A,06 19 21 27 38 42,06 19 21 38 42,27,05 23 25 26 29 31,19,1150,1150,0.662647,0.665344,0,True,はずれ,0,False,False
1151,2017-02-23,2,A,06 12 19 21 38 42,06 19 21 38 42,12,05 23 25 26 29 31,19,1150,1150,0.654217,0.665344,0,True,はずれ,0,False,False
1151,2017-02-23,3,B,06 12 21 27 38 43,06 12 21 38 43,27,05 23 25 26 29 31,19,1150,1150,0.650507,0.650529,0,False,はずれ,0,False,False
1151,2017-02-23,4,B,06 12 21 30 38 43,06 12 21 38 43,30,05 23 25 26 29 31,19,1150,1150,0.64399,0.650529,0,False,はずれ,0,False,False
1151,2017-02-23,5,C,06 12 19 21 27 38,06 12 19 27 38,21,05 23 25 26 29 31,19,1150,1150,0.658376,0.649261,0,True,はずれ,0,False,False
1152,2017-02-27,1,A,06 19 21 27 38 42,06 19 27 38 42,21,06 08 10 33 35 43,22,1151,1151,0.677461,0.671558,1,False,はずれ,1,False,False
1152,2017-02-27,2,A,06 12 19 27 38 42,06 19 27 38 42,12,06 08 10 33 35 43,22,1151,1151,0.658879,0.671558,1,False,はずれ,1,False,False
1152,2017-02-27,3,B,06 12 19 21 27 38,06 12 19 21 38,27,06 08 10 33 35 43,22,1151,1151,0.662281,0.663626,1,False,はずれ,1,False,False
1152,2017-02-27,4,B,06 12 19 21 30 38,06 12 19 21 38,30,06 08 10 33 35 43,22,1151,1151,0.655809,0.663626,1,False,はずれ,1,False,False
1152,2017-02-27,5,C,03 06 19 21 38 42,03 19 21 38 42,06,06 08 10 33 35 43,22,1151,1151,0.676019,0.655698,1,False,はずれ,0,False,False
1153,2017-03-02,1,A,06 19 21 27 38 42,06 19 27 38 42,21,04 15 20 24 26 30,29,1152,1152,0.672187,0.667953,0,False,はずれ,0,False,False
1153,2017-03-02,2,A,06 12 19 27 38 42,06 19 27 38 42,12,04 15 20 24 26 30,29,1152,1152,0.656897,0.667953,0,False,はずれ,0,False,False
1153,2017-03-02,3,B,06 12 19 21 27 38,06 12 19 21 38,27,04 15 20 24 26 30,29,1152,1152,0.660137,0.659507,0,False,はずれ,0,False,False
1153,2017-03-02,4,B,06 12 19 21 30 38,06 12 19 21 38,30,04 15 20 24 26 30,29,1152,1152,0.649788,0.659507,1,False,はずれ,0,False,False
1153,2017-03-02,5,C,03 06 19 21 38 42,03 19 21 38 42,06,04 15 20 24 26 30,29,1152,1152,0.669763,0.654848,0,False,はずれ,0,False,False
1154,2017-03-06,1,A,06 19 21 27 38 42,06 19 27 38 42,21,08 12 30 36 41 42,04,1153,1153,0.671213,0.670544,1,False,はずれ,1,False,False
1154,2017-03-06,2,A,06 12 19 27 38 42,06 19 27 38 42,12,08 12 30 36 41 42,04,1153,1153,0.659556,0.670544,2,False,はずれ,1,False,False
1154,2017-03-06,3,B,06 12 19 21 27 38,06 12 19 21 38,27,08 12 30 36 41 42,04,1153,1153,0.660343,0.658836,1,False,はずれ,1,False,False
1154,2017-03-06,4,B,06 12 19 21 38 43,06 12 19 21 38,43,08 12 30 36 41 42,04,1153,1153,0.649524,0.658836,1,False,はずれ,1,False,False
1154,2017-03-06,5,C,03 06 19 21 38 42,03 19 21 38 42,06,08 12 30 36 41 42,04,1153,1153,0.669964,0.654093,1,False,はずれ,1,False,False
1155,2017-03-09,1,A,06 19 21 27 38 42,06 19 27 38 42,21,14 19 22 23 28 43,25,1154,1154,0.670746,0.669394,1,False,はずれ,1,False,False
1155,2017-03-09,2,A,03 06 19 27 38 42,06 19 27 38 42,03,14 19 22 23 28 43,25,1154,1154,0.65828,0.669394,1,False,はずれ,1,False,False
1155,2017-03-09,3,B,06 19 21 27 38 43,06 19 21 38 43,27,14 19 22 23 28 43,25,1154,1154,0.65716,0.660683,2,False,はずれ,2,False,False
1155,2017-03-09,4,B,06 12 19 21 38 43,06 19 21 38 43,12,14 19 22 23 28 43,25,1154,1154,0.655782,0.660683,2,False,はずれ,2,False,False
1155,2017-03-09,5,C,03 06 19 21 38 42,03 19 21 38 42,06,14 19 22 23 28 43,25,1154,1154,0.669538,0.65266,1,False,はずれ,1,False,False
1156,2017-03-13,1,A,06 19 21 27 38 42,06 19 27 38 42,21,03 06 19 31 35 40,12,1155,1155,0.663184,0.660631,2,False,はずれ,2,False,False
1156,2017-03-13,2,A,03 06 19 27 38 42,06 19 27 38 42,03,03 06 19 31 35 40,12,1155,1155,0.650699,0.660631,3,False,5等,2,False,False
1156,2017-03-13,3,B,06 19 21 30 38 43,06 19 21 38 43,30,03 06 19 31 35 40,12,1155,1155,0.652338,0.65716,2,False,はずれ,2,False,False
1156,2017-03-13,4,B,06 12 19 21 38 43,06 19 21 38 43,12,03 06 19 31 35 40,12,1155,1155,0.651926,0.65716,2,True,はずれ,2,False,False
1156,2017-03-13,5,C,06 21 27 30 38 43,06 27 30 38 43,21,03 06 19 31 35 40,12,1155,1155,0.651411,0.649343,1,False,はずれ,1,False,False
1157,2017-03-16,1,A,06 19 21 27 38 42,06 19 21 38 42,27,05 17 20 28 39 42,01,1156,1156,0.643934,0.648938,1,False,はずれ,1,False,False
1157,2017-03-16,2,A,03 06 19 21 38 42,06 19 21 38 42,03,05 17 20 28 39 42,01,1156,1156,0.638855,0.648938,1,False,はずれ,1,False,False
1157,2017-03-16,3,B,03 06 19 21 38 43,03 06 19 38 43,21,05 17 20 28 39 42,01,1156,1156,0.645565,0.641436,0,False,はずれ,0,False,False
1157,2017-03-16,4,B,03 06 19 27 38 43,03 06 19 38 43,27,05 17 20 28 39 42,01,1156,1156,0.636388,0.641436,0,False,はずれ,0,False,False
1157,2017-03-16,5,C,06 12 19 21 27 38,06 12 19 27 38,21,05 17 20 28 39 42,01,1156,1156,0.636495,0.63179,0,False,はずれ,0,False,False
1158,2017-03-20,1,A,06 19 21 27 38 42,06 19 27 38 42,21,22 24 27 30 32 40,23,1157,1157,0.648275,0.649528,1,False,はずれ,1,False,False
1158,2017-03-20,2,A,03 06 19 27 38 42,06 19 27 38 42,03,22 24 27 30 32 40,23,1157,1157,0.635805,0.649528,1,False,はずれ,1,False,False
1158,2017-03-20,3,B,06 12 19 21 38 43,06 19 21 38 43,12,22 24 27 30 32 40,23,1157,1157,0.638172,0.645893,0,False,はずれ,0,False,False
1158,2017-03-20,4,B,06 19 21 30 38 43,06 19 21 38 43,30,22 24 27 30 32 40,23,1157,1157,0.637755,0.645893,1,False,はずれ,0,False,False
1158,2017-03-20,5,C,03 06 19 21 38 42,03 19 21 38 42,06,22 24 27 30 32 40,23,1157,1157,0.657156,0.637741,0,False,はずれ,0,False,False
1159,2017-03-23,1,A,06 19 21 27 38 42,06 19 21 38 42,27,01 04 15 16 23 30,17,1158,1158,0.637782,0.64691,0,False,はずれ,0,False,False
1159,2017-03-23,2,A,06 19 21 30 38 42,06 19 21 38 42,30,01 04 15 16 23 30,17,1158,1158,0.633152,0.64691,1,False,はずれ,0,False,False
1159,2017-03-23,3,B,06 19 21 30 38 43,06 19 30 38 43,21,01 04 15 16 23 30,17,1158,1158,0.643423,0.640852,1,False,はずれ,1,False,False
1159,2017-03-23,4,B,06 19 27 30 38 43,06 19 30 38 43,27,01 04 15 16 23 30,17,1158,1158,0.632213,0.640852,1,False,はずれ,1,False,False
1159,2017-03-23,5,C,03 06 19 27 38 42,03 06 19 27 38,42,01 04 15 16 23 30,17,1158,1158,0.625577,0.629906,0,False,はずれ,0,False,False
1160,2017-03-27,1,A,06 19 21 27 38 42,06 19 21 38 42,27,09 22 31 32 34 43,24,1159,1159,0.653516,0.660673,0,False,はずれ,0,False,False
1160,2017-03-27,2,A,06 19 21 30 38 42,06 19 21 38 42,30,09 22 31 32 34 43,24,1159,1159,0.652638,0.660673,0,False,はずれ,0,False,False
1160,2017-03-27,3,B,06 19 21 30 38 43,06 19 30 38 43,21,09 22 31 32 34 43,24,1159,1159,0.66162,0.658002,1,False,はずれ,1,False,False
1160,2017-03-27,4,B,06 19 27 30 38 43,06 19 30 38 43,27,09 22 31 32 34 43,24,1159,1159,0.65077,0.658002,1,False,はずれ,1,False,False
1160,2017-03-27,5,C,03 06 19 27 30 38,03 06 19 27 38,30,09 22 31 32 34 43,24,1159,1159,0.645162,0.64397,0,False,はずれ,0,False,False
1161,2017-03-30,1,A,06 19 21 27 38 42,06 19 21 38 42,27,01 02 12 16 19 40,18,1160,1160,0.664027,0.672063,1,False,はずれ,1,False,False
1161,2017-03-30,2,A,06 19 21 30 38 42,06 19 21 38 42,30,01 02 12 16 19 40,18,1160,1160,0.662522,0.672063,1,False,はずれ,1,False,False
1161,2017-03-30,3,B,06 19 21 30 38 43,06 19 30 38 43,21,01 02 12 16 19 40,18,1160,1160,0.670233,0.665875,1,False,はずれ,1,False,False
1161,2017-03-30,4,B,06 19 27 30 38 43,06 19 30 38 43,27,01 02 12 16 19 40,18,1160,1160,0.658159,0.665875,1,False,はずれ,1,False,False
1161,2017-03-30,5,C,03 06 12 19 21 38,03 06 12 19 38,21,01 02 12 16 19 40,18,1160,1160,0.65633,0.654844,2,False,はずれ,2,False,False
1162,2017-04-03,1,A,06 19 21 30 38 42,06 19 21 38 42,30,03 04 08 12 24 37,10,1161,1161,0.667162,0.676337,0,False,はずれ,0,False,False
1162,2017-04-03,2,A,06 19 21 27 38 42,06 19 21 38 42,27,03 04 08 12 24 37,10,1161,1161,0.666449,0.676337,0,False,はずれ,0,False,False
1162,2017-04-03,3,B,06 19 21 30 38 43,06 19 30 38 43,21,03 04 08 12 24 37,10,1161,1161,0.674989,0.670278,0,False,はずれ,0,False,False
1162,2017-04-03,4,B,06 19 27 30 38 43,06 19 30 38 43,27,03 04 08 12 24 37,10,1161,1161,0.660688,0.670278,0,False,はずれ,0,False,False
1162,2017-04-03,5,C,03 06 12 19 21 38,03 06 12 19 38,21,03 04 08 12 24 37,10,1161,1161,0.66267,0.661249,2,False,はずれ,2,False,False
1163,2017-04-06,1,A,06 19 21 38 42 43,06 19 38 42 43,21,11 17 19 24 33 41,09,1162,1162,0.665327,0.668126,1,False,はずれ,1,False,False
1163,2017-04-06,2,A,06 19 30 38 42 43,06 19 38 42 43,30,11 17 19 24 33 41,09,1162,1162,0.65304,0.668126,1,False,はずれ,1,False,False
1163,2017-04-06,3,B,03 06 19 21 38 42,03 19 21 38 42,06,11 17 19 24 33 41,09,1162,1162,0.681408,0.663018,1,False,はずれ,1,False,False
1163,2017-04-06,4,B,03 19 21 30 38 42,03 19 21 38 42,30,11 17 19 24 33 41,09,1162,1162,0.662635,0.663018,1,False,はずれ,1,False,False
1163,2017-04-06,5,C,06 19 21 30 38 43,06 19 21 30 38,43,11 17 19 24 33 41,09,1162,1162,0.656237,0.65784,1,False,はずれ,1,False,False
1164,2017-04-10,1,A,06 19 21 38 42 43,06 19 38 42 43,21,04 07 11 33 34 37,24,1163,1163,0.660531,0.666571,0,False,はずれ,0,False,False
1164,2017-04-10,2,A,06 19 27 38 42 43,06 19 38 42 43,27,04 07 11 33 34 37,24,1163,1163,0.650817,0.666571,0,False,はずれ,0,False,False
1164,2017-04-10,3,B,03 06 19 21 38 42,03 19 21 38 42,06,04 07 11 33 34 37,24,1163,1163,0.677923,0.658151,0,False,はずれ,0,False,False
1164,2017-04-10,4,B,03 19 21 30 38 42,03 19 21 38 42,30,04 07 11 33 34 37,24,1163,1163,0.655637,0.658151,0,False,はずれ,0,False,False
1164,2017-04-10,5,C,03 06 12 19 38 43,03 06 12 19 38,43,04 07 11 33 34 37,24,1163,1163,0.654656,0.656349,0,False,はずれ,0,False,False
1165,2017-04-13,1,A,06 19 21 38 42 43,06 19 38 42 43,21,18 20 21 24 40 42,25,1164,1164,0.659397,0.666488,2,False,はずれ,1,False,False
1165,2017-04-13,2,A,06 19 27 38 42 43,06 19 38 42 43,27,18 20 21 24 40 42,25,1164,1164,0.649599,0.666488,1,False,はずれ,1,False,False
1165,2017-04-13,3,B,06 12 19 21 38 43,06 12 19 21 38,43,18 20 21 24 40 42,25,1164,1164,0.655223,0.653409,1,False,はずれ,1,False,False
1165,2017-04-13,4,B,06 12 19 21 30 38,06 12 19 21 38,30,18 20 21 24 40 42,25,1164,1164,0.648211,0.653409,1,False,はずれ,1,False,False
1165,2017-04-13,5,C,03 06 19 21 38 42,03 19 21 38 42,06,18 20 21 24 40 42,25,1164,1164,0.674327,0.653134,2,False,はずれ,2,False,False
1166,2017-04-17,1,A,06 19 27 38 42 43,06 19 38 42 43,27,04 08 17 20 29 41,03,1165,1165,0.646133,0.661494,0,False,はずれ,0,False,False
1166,2017-04-17,2,A,06 19 30 38 42 43,06 19 38 42 43,30,04 08 17 20 29 41,03,1165,1165,0.641737,0.661494,0,False,はずれ,0,False,False
1166,2017-04-17,3,B,03 06 12 19 38 43,03 06 12 19 38,43,04 08 17 20 29 41,03,1165,1165,0.648309,0.652052,0,True,はずれ,0,False,False
1166,2017-04-17,4,B,03 06 12 19 27 38,03 06 12 19 38,27,04 08 17 20 29 41,03,1165,1165,0.643562,0.652052,0,True,はずれ,0,False,False
1166,2017-04-17,5,C,06 19 30 31 38 43,06 19 30 31 43,38,04 08 17 20 29 41,03,1165,1165,0.650335,0.64554,0,False,はずれ,0,False,False
1167,2017-04-20,1,A,06 19 30 38 42 43,06 19 38 42 43,30,06 13 20 25 36 42,28,1166,1166,0.650869,0.668472,2,False,はずれ,2,False,False
1167,2017-04-20,2,A,06 12 19 38 42 43,06 19 38 42 43,12,06 13 20 25 36 42,28,1166,1166,0.650339,0.668472,2,False,はずれ,2,False,False
1167,2017-04-20,3,B,03 06 12 19 38 43,03 06 12 19 38,43,06 13 20 25 36 42,28,1166,1166,0.655318,0.661403,1,False,はずれ,1,False,False
1167,2017-04-20,4,B,03 06 12 19 30 38,03 06 12 19 38,30,06 13 20 25 36 42,28,1166,1166,0.651358,0.661403,1,False,はずれ,1,False,False
1167,2017-04-20,5,C,03 06 19 30 38 43,03 19 30 38 43,06,06 13 20 25 36 42,28,1166,1166,0.67491,0.652938,1,False,はずれ,0,False,False
1168,2017-04-24,1,A,06 19 27 38 42 43,06 19 38 42 43,27,01 03 08 14 35 39,18,1167,1167,0.641598,0.659745,0,False,はずれ,0,False,False
1168,2017-04-24,2,A,06 12 19 38 42 43,06 19 38 42 43,12,01 03 08 14 35 39,18,1167,1167,0.641046,0.659745,0,False,はずれ,0,False,False
1168,2017-04-24,3,B,03 06 12 19 38 43,03 06 12 19 38,43,01 03 08 14 35 39,18,1167,1167,0.642059,0.648305,1,False,はずれ,1,False,False
1168,2017-04-24,4,B,03 06 12 19 38 42,03 06 12 19 38,42,01 03 08 14 35 39,18,1167,1167,0.637894,0.648305,1,False,はずれ,1,False,False
1168,2017-04-24,5,C,03 06 19 21 38 42,03 19 21 38 42,06,01 03 08 14 35 39,18,1167,1167,0.661851,0.64534,1,False,はずれ,1,False,False
1169,2017-04-27,1,A,06 12 19 38 42 43,06 19 38 42 43,12,19 24 25 36 37 43,10,1168,1168,0.643448,0.66191,2,False,はずれ,2,False,False
