draw_no,date,rank,core_label,prediction,core5,cover_number,actual,bonus,train_draws,train_until_draw_no,score,core_score,main_matches,bonus_match,grade,core5_matches,core5_5hit,core5_4plus
2,2000-10-12,1,A,02 08 13 27 30 33,02 08 13 27 30,33,01 09 16 20 21 43,05,1,1,0.69514,0.7852,0,False,はずれ,0,False,False
2,2000-10-12,2,A,02 08 13 25 27 30,02 08 13 27 30,25,01 09 16 20 21 43,05,1,1,0.69082,0.7852,0,False,はずれ,0,False,False
2,2000-10-12,3,B,02 03 10 13 27 30,02 03 10 13 30,27,01 09 16 20 21 43,05,1,1,0.638816,0.62648,0,False,はずれ,0,False,False
2,2000-10-12,4,B,02 03 08 10 13 30,02 03 10 13 30,08,01 09 16 20 21 43,05,1,1,0.629396,0.62648,0,False,はずれ,0,False,False
2,2000-10-12,5,C,02 10 11 13 27 30,02 10 11 27 30,13,01 09 16 20 21 43,05,1,1,0.640256,0.62648,0,False,はずれ,0,False,False
3,2000-10-19,1,A,02 08 13 27 30 43,02 08 13 27 30,43,01 05 15 31 36 38,13,2,2,0.797447,0.815067,0,True,はずれ,0,False,False
3,2000-10-19,2,A,02 08 13 21 27 30,02 08 13 27 30,21,01 05 15 31 36 38,13,2,2,0.790607,0.815067,0,True,はずれ,0,False,False
3,2000-10-19,3,B,09 16 20 21 30 43,09 16 20 21 43,30,01 05 15 31 36 38,13,2,2,0.7784,0.7892,0,False,はずれ,0,False,False
3,2000-10-19,4,B,02 09 16 20 21 43,09 16 20 21 43,02,01 05 15 31 36 38,13,2,2,0.77588,0.7892,0,False,はずれ,0,False,False
3,2000-10-19,5,C,08 10 13 27 30 43,10 13 27 30 43,08,01 05 15 31 36 38,13,2,2,0.737639,0.718427,0,True,はずれ,0,False,False
4,2000-10-26,1,A,01 16 20 21 30 43,01 16 20 21 43,30,16 18 26 27 34 40,13,3,3,0.607461,0.635173,1,False,はずれ,1,False,False
4,2000-10-26,2,A,01 10 16 20 21 43,01 16 20 21 43,10,16 18 26 27 34 40,13,3,3,0.603861,0.635173,1,False,はずれ,1,False,False
4,2000-10-26,3,B,01 02 08 13 27 30,02 08 13 27 30,01,16 18 26 27 34 40,13,3,3,0.62684,0.6284,1,True,はずれ,1,False,False
4,2000-10-26,4,B,02 08 13 27 30 43,02 08 13 27 30,43,16 18 26 27 34 40,13,3,3,0.59858,0.6284,1,True,はずれ,1,False,False
4,2000-10-26,5,C,01 05 15 30 36 38,01 05 15 36 38,30,16 18 26 27 34 40,13,3,3,0.592204,0.61192,0,False,はずれ,0,False,False
5,2000-11-02,1,A,01 16 20 21 27 43,01 16 20 21 43,27,09 15 21 23 27 28,43,4,4,0.681083,0.682661,2,True,はずれ,1,False,False
5,2000-11-02,2,A,01 16 20 21 30 43,01 16 20 21 43,30,09 15 21 23 27 28,43,4,4,0.649223,0.682661,1,True,はずれ,1,False,False
5,2000-11-02,3,B,01 02 08 13 27 30,02 08 13 27 30,01,09 15 21 23 27 28,43,4,4,0.66329,0.666928,1,False,はずれ,1,False,False
5,2000-11-02,4,B,02 08 13 16 27 30,02 08 13 27 30,16,09 15 21 23 27 28,43,4,4,0.66293,0.666928,1,False,はずれ,1,False,False
5,2000-11-02,5,C,01 09 16 20 27 43,01 09 16 20 27,43,09 15 21 23 27 28,43,4,4,0.625609,0.650813,2,True,はずれ,2,False,False
6,2000-11-09,1,A,01 09 16 21 27 34,09 16 21 27 34,01,06 12 23 25 28 38,22,5,5,0.536151,0.536273,0,False,はずれ,0,False,False
6,2000-11-09,2,A,09 15 16 21 27 34,09 16 21 27 34,15,06 12 23 25 28 38,22,5,5,0.526971,0.536273,0,False,はずれ,0,False,False
6,2000-11-09,3,B,01 09 16 20 21 27,01 16 20 21 27,09,06 12 23 25 28 38,22,5,5,0.509257,0.516053,0,False,はずれ,0,False,False
6,2000-11-09,4,B,01 15 16 20 21 27,01 16 20 21 27,15,06 12 23 25 28 38,22,5,5,0.501697,0.516053,0,False,はずれ,0,False,False
6,2000-11-09,5,C,01 09 15 16 21 27,01 09 15 16 27,21,06 12 23 25 28 38,22,5,5,0.503301,0.513973,0,False,はずれ,0,False,False
7,2000-11-16,1,A,09 16 21 27 28 38,09 16 21 27 28,38,07 19 21 23 33 35,26,6,6,0.55009,0.55548,1,False,はずれ,1,False,False
7,2000-11-16,2,A,01 09 16 21 27 28,09 16 21 27 28,01,07 19 21 23 33 35,26,6,6,0.549087,0.55548,1,False,はずれ,1,False,False
7,2000-11-16,3,B,01 15 23 27 28 38,15 23 27 28 38,01,07 19 21 23 33 35,26,6,6,0.553316,0.553133,1,False,はずれ,1,False,False
7,2000-11-16,4,B,09 15 23 27 28 38,15 23 27 28 38,09,07 19 21 23 33 35,26,6,6,0.548465,0.553133,1,False,はずれ,1,False,False
7,2000-11-16,5,C,09 15 21 27 28 38,09 15 21 28 38,27,07 19 21 23 33 35,26,6,6,0.562247,0.532647,1,False,はずれ,1,False,False
8,2000-11-23,1,A,09 21 23 27 28 38,09 21 23 28 38,27,11 16 18 20 42 43,28,7,7,0.619401,0.602687,0,True,はずれ,0,False,False
8,2000-11-23,2,A,09 16 21 23 28 38,09 21 23 28 38,16,11 16 18 20 42 43,28,7,7,0.602301,0.602687,1,True,はずれ,0,False,False
8,2000-11-23,3,B,09 16 21 23 27 38,09 16 21 23 27,38,11 16 18 20 42 43,28,7,7,0.589721,0.596287,1,False,はずれ,1,False,False
8,2000-11-23,4,B,09 16 21 23 27 28,09 16 21 23 27,28,11 16 18 20 42 43,28,7,7,0.586781,0.596287,1,True,はずれ,1,False,False
8,2000-11-23,5,C,15 21 23 27 28 38,15 23 27 28 38,21,11 16 18 20 42 43,28,7,7,0.603473,0.588333,0,True,はずれ,0,False,False
9,2000-11-30,1,A,09 16 20 21 27 43,09 16 20 21 43,27,11 19 23 38 39 42,15,8,8,0.651494,0.635524,0,False,はずれ,0,False,False
9,2000-11-30,2,A,09 16 20 21 23 43,09 16 20 21 43,23,11 19 23 38 39 42,15,8,8,0.647414,0.635524,1,False,はずれ,0,False,False
9,2000-11-30,3,B,09 16 21 23 27 28,09 16 21 23 28,27,11 19 23 38 39 42,15,8,8,0.642761,0.623878,1,False,はずれ,1,False,False
9,2000-11-30,4,B,09 16 21 23 28 38,09 16 21 23 28,38,11 19 23 38 39 42,15,8,8,0.618101,0.623878,2,False,はずれ,1,False,False
9,2000-11-30,5,C,16 18 21 23 27 43,16 18 21 27 43,23,11 19 23 38 39 42,15,8,8,0.635516,0.623071,1,False,はずれ,0,False,False
10,2000-12-07,1,A,09 16 21 23 28 38,09 21 23 28 38,16,01 03 19 21 35 39,26,9,9,0.587644,0.583035,1,False,はずれ,1,False,False
10,2000-12-07,2,A,09 21 23 27 28 38,09 21 23 28 38,27,01 03 19 21 35 39,26,9,9,0.581524,0.583035,1,False,はずれ,1,False,False
10,2000-12-07,3,B,15 21 23 27 28 38,15 23 27 28 38,21,01 03 19 21 35 39,26,9,9,0.56593,0.567785,1,False,はずれ,0,False,False
10,2000-12-07,4,B,15 16 23 27 28 38,15 23 27 28 38,16,01 03 19 21 35 39,26,9,9,0.56065,0.567785,0,False,はずれ,0,False,False
10,2000-12-07,5,C,01 16 21 23 27 38,16 21 23 27 38,01,01 03 19 21 35 39,26,9,9,0.557233,0.567104,2,False,はずれ,1,False,False
11,2000-12-14,1,A,16 19 21 23 28 38,19 21 23 28 38,16,12 26 32 37 40 42,16,10,10,0.620641,0.627835,0,True,はずれ,0,False,False
11,2000-12-14,2,A,01 19 21 23 28 38,19 21 23 28 38,01,12 26 32 37 40 42,16,10,10,0.619713,0.627835,0,False,はずれ,0,False,False
11,2000-12-14,3,B,01 16 21 23 27 38,01 16 21 23 38,27,12 26 32 37 40 42,16,10,10,0.606606,0.602736,0,True,はずれ,0,False,False
11,2000-12-14,4,B,01 16 19 21 23 38,01 16 21 23 38,19,12 26 32 37 40 42,16,10,10,0.599488,0.602736,0,True,はずれ,0,False,False
11,2000-12-14,5,C,16 19 21 23 38 42,16 19 21 23 42,38,12 26 32 37 40 42,16,10,10,0.594503,0.59341,1,True,はずれ,1,False,False
12,2000-12-21,1,A,16 19 21 23 38 42,19 21 23 38 42,16,14 17 27 28 35 39,22,11,11,0.635689,0.643013,0,False,はずれ,0,False,False
12,2000-12-21,2,A,01 19 21 23 38 42,19 21 23 38 42,01,14 17 27 28 35 39,22,11,11,0.634429,0.643013,0,False,はずれ,0,False,False
12,2000-12-21,3,B,09 16 21 23 28 38,09 21 23 28 38,16,14 17 27 28 35 39,22,11,11,0.614172,0.61096,1,False,はずれ,1,False,False
12,2000-12-21,4,B,09 19 21 23 28 38,09 21 23 28 38,19,14 17 27 28 35 39,22,11,11,0.608172,0.61096,1,False,はずれ,1,False,False
12,2000-12-21,5,C,01 16 21 23 27 38,01 16 21 23 38,27,14 17 27 28 35 39,22,11,11,0.613362,0.60966,1,False,はずれ,0,False,False
13,2000-12-28,1,A,19 21 23 27 28 38,19 21 23 28 38,27,13 29 31 37 41 42,17,12,12,0.652829,0.652005,0,False,はずれ,0,False,False
13,2000-12-28,2,A,16 19 21 23 28 38,19 21 23 28 38,16,13 29 31 37 41 42,17,12,12,0.643516,0.652005,0,False,はずれ,0,False,False
13,2000-12-28,3,B,19 21 23 27 35 39,19 21 23 35 39,27,13 29 31 37 41 42,17,12,12,0.634294,0.631203,0,False,はずれ,0,False,False
13,2000-12-28,4,B,01 19 21 23 35 39,19 21 23 35 39,01,13 29 31 37 41 42,17,12,12,0.622257,0.631203,0,False,はずれ,0,False,False
13,2000-12-28,5,C,19 21 23 38 39 42,19 23 38 39 42,21,13 29 31 37 41 42,17,12,12,0.635904,0.627799,1,False,はずれ,1,False,False
14,2001-01-04,1,A,19 21 23 27 38 42,19 21 23 38 42,27,02 08 11 35 37 38,43,13,13,0.672436,0.672133,1,False,はずれ,1,False,False
14,2001-01-04,2,A,16 19 21 23 38 42,19 21 23 38 42,16,02 08 11 35 37 38,43,13,13,0.662288,0.672133,1,False,はずれ,1,False,False
14,2001-01-04,3,B,19 21 23 28 35 42,19 21 23 28 35,42,02 08 11 35 37 38,43,13,13,0.650263,0.64058,1,False,はずれ,1,False,False
14,2001-01-04,4,B,19 21 23 27 28 35,19 21 23 28 35,27,02 08 11 35 37 38,43,13,13,0.645266,0.64058,1,False,はずれ,1,False,False
14,2001-01-04,5,C,21 23 27 28 38 42,21 23 27 28 38,42,02 08 11 35 37 38,43,13,13,0.644426,0.638853,1,False,はずれ,1,False,False
15,2001-01-11,1,A,19 21 23 35 38 42,19 21 23 38 42,35,04 06 11 20 21 28,36,14,14,0.690789,0.691099,1,False,はずれ,1,False,False
15,2001-01-11,2,A,19 21 23 27 38 42,19 21 23 38 42,27,04 06 11 20 21 28,36,14,14,0.689589,0.691099,1,False,はずれ,1,False,False
15,2001-01-11,3,B,11 21 23 35 38 42,11 23 35 38 42,21,04 06 11 20 21 28,36,14,14,0.689126,0.684208,2,False,はずれ,1,False,False
15,2001-01-11,4,B,11 23 27 35 38 42,11 23 35 38 42,27,04 06 11 20 21 28,36,14,14,0.682406,0.684208,1,False,はずれ,1,False,False
15,2001-01-11,5,C,21 23 28 35 38 42,21 23 28 35 38,42,04 06 11 20 21 28,36,14,14,0.67925,0.677015,2,False,はずれ,2,False,False
16,2001-01-18,1,A,11 21 23 28 38 42,11 21 23 28 38,42,05 12 13 29 34 35,30,15,15,0.658186,0.666195,0,False,はずれ,0,False,False
16,2001-01-18,2,A,11 21 23 28 35 38,11 21 23 28 38,35,05 12 13 29 34 35,30,15,15,0.651976,0.666195,1,False,はずれ,0,False,False
16,2001-01-18,3,B,19 21 23 28 35 38,19 21 23 28 35,38,05 12 13 29 34 35,30,15,15,0.62657,0.632,1,False,はずれ,1,False,False
16,2001-01-18,4,B,19 21 23 28 35 42,19 21 23 28 35,42,05 12 13 29 34 35,30,15,15,0.62594,0.632,1,False,はずれ,1,False,False
16,2001-01-18,5,C,11 19 21 23 38 42,11 19 23 38 42,21,05 12 13 29 34 35,30,15,15,0.644098,0.631112,0,False,はずれ,0,False,False
17,2001-01-25,1,A,11 21 23 28 35 38,11 21 23 28 38,35,14 20 25 34 35 36,11,16,16,0.674077,0.671004,1,True,はずれ,0,False,False
17,2001-01-25,2,A,11 21 23 28 38 42,11 21 23 28 38,42,14 20 25 34 35 36,11,16,16,0.663309,0.671004,0,True,はずれ,0,False,False
17,2001-01-25,3,B,19 21 23 28 35 38,19 21 23 28 35,38,14 20 25 34 35 36,11,16,16,0.643189,0.6505,1,False,はずれ,1,False,False
17,2001-01-25,4,B,19 21 23 28 35 42,19 21 23 28 35,42,14 20 25 34 35 36,11,16,16,0.642479,0.6505,1,False,はずれ,1,False,False
17,2001-01-25,5,C,11 21 23 35 38 42,11 23 35 38 42,21,14 20 25 34 35 36,11,16,16,0.65448,0.646392,1,True,はずれ,1,False,False
18,2001-02-01,1,A,20 21 23 28 35 42,20 21 23 28 35,42,06 16 18 27 36 41,33,17,17,0.606553,0.624733,0,False,はずれ,0,False,False
18,2001-02-01,2,A,11 20 21 23 28 35,20 21 23 28 35,11,06 16 18 27 36 41,33,17,17,0.606373,0.624733,0,False,はずれ,0,False,False
18,2001-02-01,3,B,11 20 21 23 35 42,11 20 21 35 42,23,06 16 18 27 36 41,33,17,17,0.605306,0.619084,0,False,はずれ,0,False,False
18,2001-02-01,4,B,11 20 21 28 35 42,11 20 21 35 42,28,06 16 18 27 36 41,33,17,17,0.603206,0.619084,0,False,はずれ,0,False,False
18,2001-02-01,5,C,11 21 23 28 35 38,11 21 23 28 38,35,06 16 18 27 36 41,33,17,17,0.630568,0.618831,0,False,はずれ,0,False,False
19,2001-02-08,1,A,11 20 21 27 35 42,11 20 21 35 42,27,04 08 12 30 33 43,14,18,18,0.566389,0.569381,0,False,はずれ,0,False,False
19,2001-02-08,2,A,11 20 21 23 35 42,11 20 21 35 42,23,04 08 12 30 33 43,14,18,18,0.5639,0.569381,0,False,はずれ,0,False,False
19,2001-02-08,3,B,06 21 23 27 28 35,06 21 23 28 35,27,04 08 12 30 33 43,14,18,18,0.569127,0.567437,0,False,はずれ,0,False,False
19,2001-02-08,4,B,06 21 23 28 35 38,06 21 23 28 35,38,04 08 12 30 33 43,14,18,18,0.565074,0.567437,0,False,はずれ,0,False,False
19,2001-02-08,5,C,01 20 21 27 28 35,01 20 21 28 35,27,04 08 12 30 33 43,14,18,18,0.56362,0.563771,0,False,はずれ,0,False,False
20,2001-02-15,1,A,11 20 21 27 35 42,11 20 21 35 42,27,07 29 33 35 37 39,19,19,19,0.570694,0.573248,1,False,はずれ,1,False,False
20,2001-02-15,2,A,11 20 21 23 35 42,11 20 21 35 42,23,07 29 33 35 37 39,19,19,19,0.567694,0.573248,1,False,はずれ,1,False,False
20,2001-02-15,3,B,06 21 23 27 28 35,06 21 23 28 35,27,07 29 33 35 37 39,19,19,19,0.573314,0.571163,1,False,はずれ,1,False,False
20,2001-02-15,4,B,06 21 23 28 35 38,06 21 23 28 35,38,07 29 33 35 37 39,19,19,19,0.569034,0.571163,1,False,はずれ,1,False,False
20,2001-02-15,5,C,01 20 21 27 28 35,01 20 21 28 35,27,07 29 33 35 37 39,19,19,19,0.567807,0.567496,1,False,はずれ,1,False,False
21,2001-02-22,1,A,11 20 21 27 35 42,11 20 21 35 42,27,05 07 13 19 38 41,42,20,20,0.533663,0.541547,0,True,はずれ,0,False,False
21,2001-02-22,2,A,11 20 21 23 35 42,11 20 21 35 42,23,05 07 13 19 38 41,42,20,20,0.532514,0.541547,0,True,はずれ,0,False,False
21,2001-02-22,3,B,06 21 23 27 28 35,06 21 23 28 35,27,05 07 13 19 38 41,42,20,20,0.537777,0.541253,0,False,はずれ,0,False,False
21,2001-02-22,4,B,06 21 23 28 35 38,06 21 23 28 35,38,05 07 13 19 38 41,42,20,20,0.535606,0.541253,1,False,はずれ,0,False,False
21,2001-02-22,5,C,01 20 21 23 28 35,01 20 21 28 35,23,05 07 13 19 38 41,42,20,20,0.532342,0.537587,0,False,はずれ,0,False,False
22,2001-03-01,1,A,11 20 21 35 38 42,11 20 21 35 42,38,08 12 16 19 20 35,41,21,21,0.540215,0.544844,2,False,はずれ,2,False,False
22,2001-03-01,2,A,11 20 21 27 35 42,11 20 21 35 42,27,08 12 16 19 20 35,41,21,21,0.5373,0.544844,2,False,はずれ,2,False,False
22,2001-03-01,3,B,11 21 23 28 35 38,11 23 28 35 38,21,08 12 16 19 20 35,41,21,21,0.547153,0.54451,1,False,はずれ,1,False,False
22,2001-03-01,4,B,11 23 28 35 38 42,11 23 28 35 38,42,08 12 16 19 20 35,41,21,21,0.53757,0.54451,1,False,はずれ,1,False,False
22,2001-03-01,5,C,06 21 23 28 35 38,06 21 23 28 35,38,08 12 16 19 20 35,41,21,21,0.545973,0.544434,1,False,はずれ,1,False,False
23,2001-03-08,1,A,12 16 19 20 21 35,16 19 20 21 35,12,07 10 28 32 33 40,13,22,22,0.545846,0.561694,0,False,はずれ,0,False,False
23,2001-03-08,2,A,16 19 20 21 35 38,16 19 20 21 35,38,07 10 28 32 33 40,13,22,22,0.543505,0.561694,0,False,はずれ,0,False,False
23,2001-03-08,3,B,12 19 21 23 35 38,12 19 23 35 38,21,07 10 28 32 33 40,13,22,22,0.548916,0.556401,0,False,はずれ,0,False,False
23,2001-03-08,4,B,12 16 19 23 35 38,12 19 23 35 38,16,07 10 28 32 33 40,13,22,22,0.546482,0.556401,0,False,はずれ,0,False,False
23,2001-03-08,5,C,08 12 19 21 35 38,08 12 19 21 35,38,07 10 28 32 33 40,13,22,22,0.545906,0.547281,0,False,はずれ,0,False,False
24,2001-03-15,1,A,12 16 19 20 21 35,16 19 20 21 35,12,15 18 19 30 36 38,13,23,23,0.54967,0.5652,1,False,はずれ,1,False,False
24,2001-03-15,2,A,16 19 20 21 28 35,16 19 20 21 35,28,15 18 19 30 36 38,13,23,23,0.54821,0.5652,1,False,はずれ,1,False,False
24,2001-03-15,3,B,12 19 21 23 35 38,12 19 23 35 38,21,15 18 19 30 36 38,13,23,23,0.552276,0.55968,2,False,はずれ,2,False,False
24,2001-03-15,4,B,12 16 19 23 35 38,12 19 23 35 38,16,15 18 19 30 36 38,13,23,23,0.550116,0.55968,2,False,はずれ,2,False,False
24,2001-03-15,5,C,08 12 19 21 35 38,08 12 19 21 35,38,15 18 19 30 36 38,13,23,23,0.549691,0.550787,2,False,はずれ,1,False,False
25,2001-03-22,1,A,12 19 21 23 35 38,12 19 23 35 38,21,11 32 34 37 40 43,08,24,24,0.576411,0.588273,0,False,はずれ,0,False,False
25,2001-03-22,2,A,12 16 19 23 35 38,12 19 23 35 38,16,11 32 34 37 40 43,08,24,24,0.574503,0.588273,0,False,はずれ,0,False,False
25,2001-03-22,3,B,08 12 19 21 35 38,08 19 21 35 38,12,11 32 34 37 40 43,08,24,24,0.572316,0.577972,0,True,はずれ,0,False,False
25,2001-03-22,4,B,08 16 19 21 35 38,08 19 21 35 38,16,11 32 34 37 40 43,08,24,24,0.569756,0.577972,0,True,はずれ,0,False,False
25,2001-03-22,5,C,16 19 20 21 35 38,16 19 20 21 35,38,11 32 34 37 40 43,08,24,24,0.56846,0.577072,0,False,はずれ,0,False,False
26,2001-03-29,1,A,12 19 21 23 35 38,12 19 23 35 38,21,03 04 11 12 13 43,22,25,25,0.579379,0.591195,1,False,はずれ,1,False,False
26,2001-03-29,2,A,12 16 19 23 35 38,12 19 23 35 38,16,03 04 11 12 13 43,22,25,25,0.577704,0.591195,1,False,はずれ,1,False,False
26,2001-03-29,3,B,08 12 19 21 35 38,08 19 21 35 38,12,03 04 11 12 13 43,22,25,25,0.575655,0.581059,1,False,はずれ,0,False,False
26,2001-03-29,4,B,08 16 19 21 35 38,08 19 21 35 38,16,03 04 11 12 13 43,22,25,25,0.573095,0.581059,0,False,はずれ,0,False,False
26,2001-03-29,5,C,16 19 20 21 35 38,16 19 20 21 35,38,03 04 11 12 13 43,22,25,25,0.57182,0.580105,0,False,はずれ,0,False,False
27,2001-04-05,1,A,11 12 19 23 35 38,12 19 23 35 38,11,04 08 20 30 33 38,10,26,26,0.58897,0.601326,1,False,はずれ,1,False,False
27,2001-04-05,2,A,12 19 21 23 35 38,12 19 23 35 38,21,04 08 20 30 33 38,10,26,26,0.58832,0.601326,1,False,はずれ,1,False,False
27,2001-04-05,3,B,08 12 19 21 35 38,08 19 21 35 38,12,04 08 20 30 33 38,10,26,26,0.587697,0.583919,2,False,はずれ,2,False,False
27,2001-04-05,4,B,08 11 19 21 35 38,08 19 21 35 38,11,04 08 20 30 33 38,10,26,26,0.581877,0.583919,2,False,はずれ,2,False,False
27,2001-04-05,5,C,11 12 19 20 35 38,11 19 20 35 38,12,04 08 20 30 33 38,10,26,26,0.574654,0.583111,2,False,はずれ,2,False,False
28,2001-04-12,1,A,08 12 19 23 35 38,08 19 23 35 38,12,06 11 15 20 31 41,07,27,27,0.613021,0.613373,0,False,はずれ,0,False,False
28,2001-04-12,2,A,08 11 19 23 35 38,08 19 23 35 38,11,06 11 15 20 31 41,07,27,27,0.606281,0.613373,1,False,はずれ,0,False,False
28,2001-04-12,3,B,11 12 19 20 35 38,11 19 20 35 38,12,06 11 15 20 31 41,07,27,27,0.59762,0.610067,2,False,はずれ,2,False,False
28,2001-04-12,4,B,08 11 19 20 35 38,11 19 20 35 38,08,06 11 15 20 31 41,07,27,27,0.594278,0.610067,2,False,はずれ,2,False,False
28,2001-04-12,5,C,08 19 20 21 35 38,08 19 20 21 35,38,06 11 15 20 31 41,07,27,27,0.606451,0.602867,1,False,はずれ,1,False,False
29,2001-04-19,1,A,11 12 19 20 35 38,11 19 20 35 38,12,08 12 20 35 37 40,33,28,28,0.623235,0.640264,3,False,5等,2,False,False
29,2001-04-19,2,A,08 11 19 20 35 38,11 19 20 35 38,08,08 12 20 35 37 40,33,28,28,0.61992,0.640264,3,False,5等,2,False,False
29,2001-04-19,3,B,08 11 20 21 35 38,08 11 20 21 35,38,08 12 20 35 37 40,33,28,28,0.62704,0.621585,3,False,5等,3,False,False
29,2001-04-19,4,B,08 11 12 20 21 35,08 11 20 21 35,12,08 12 20 35 37 40,33,28,28,0.606815,0.621585,4,False,4等,3,False,False
29,2001-04-19,5,C,11 12 20 35 38 43,11 12 20 35 43,38,08 12 20 35 37 40,33,28,28,0.617833,0.618486,3,False,5等,3,False,False
30,2001-04-26,1,A,08 11 12 20 35 38,08 11 12 20 35,38,04 16 17 19 26 37,08,29,29,0.637669,0.653784,0,True,はずれ,0,False,False
30,2001-04-26,2,A,08 11 12 20 35 37,08 11 12 20 35,37,04 16 17 19 26 37,08,29,29,0.634009,0.653784,1,True,はずれ,0,False,False
30,2001-04-26,3,B,08 11 19 20 35 38,08 19 20 35 38,11,04 16 17 19 26 37,08,29,29,0.630872,0.637075,1,True,はずれ,1,False,False
30,2001-04-26,4,B,08 12 19 20 35 38,08 19 20 35 38,12,04 16 17 19 26 37,08,29,29,0.626172,0.637075,1,True,はずれ,1,False,False
30,2001-04-26,5,C,08 12 20 21 33 35,08 20 21 33 35,12,04 16 17 19 26 37,08,29,29,0.616153,0.618904,0,True,はずれ,0,False,False
31,2001-05-03,1,A,08 11 12 20 35 37,08 12 20 35 37,11,07 18 22 25 28 43,04,30,30,0.651832,0.661499,0,False,はずれ,0,False,False
31,2001-05-03,2,A,08 12 19 20 35 37,08 12 20 35 37,19,07 18 22 25 28 43,04,30,30,0.650959,0.661499,0,False,はずれ,0,False,False
31,2001-05-03,3,B,08 11 19 20 35 38,08 19 20 35 38,11,07 18 22 25 28 43,04,30,30,0.638423,0.645322,0,False,はずれ,0,False,False
31,2001-05-03,4,B,08 12 19 20 35 38,08 19 20 35 38,12,07 18 22 25 28 43,04,30,30,0.633746,0.645322,0,False,はずれ,0,False,False
31,2001-05-03,5,C,08 11 20 21 35 38,08 11 20 21 35,38,07 18 22 25 28 43,04,30,30,0.632458,0.638828,0,False,はずれ,0,False,False
32,2001-05-10,1,A,08 11 12 20 35 37,08 12 20 35 37,11,03 06 07 23 29 41,33,31,31,0.654739,0.664227,0,False,はずれ,0,False,False
32,2001-05-10,2,A,08 12 19 20 35 37,08 12 20 35 37,19,03 06 07 23 29 41,33,31,31,0.653909,0.664227,0,False,はずれ,0,False,False
32,2001-05-10,3,B,08 11 19 20 35 38,08 19 20 35 38,11,03 06 07 23 29 41,33,31,31,0.641299,0.648013,0,False,はずれ,0,False,False
32,2001-05-10,4,B,08 12 19 20 35 38,08 19 20 35 38,12,03 06 07 23 29 41,33,31,31,0.636644,0.648013,0,False,はずれ,0,False,False
32,2001-05-10,5,C,08 11 12 20 35 43,11 12 20 35 43,08,03 06 07 23 29 41,33,31,31,0.630684,0.643227,0,False,はずれ,0,False,False
33,2001-05-17,1,A,08 11 12 20 35 37,08 12 20 35 37,11,08 17 22 25 29 41,13,32,32,0.657469,0.666789,1,False,はずれ,1,False,False
33,2001-05-17,2,A,08 12 19 20 35 37,08 12 20 35 37,19,08 17 22 25 29 41,13,32,32,0.65668,0.666789,1,False,はずれ,1,False,False
33,2001-05-17,3,B,08 11 19 20 35 38,08 19 20 35 38,11,08 17 22 25 29 41,13,32,32,0.644001,0.650542,1,False,はずれ,1,False,False
33,2001-05-17,4,B,08 12 19 20 35 38,08 19 20 35 38,12,08 17 22 25 29 41,13,32,32,0.639367,0.650542,1,False,はずれ,1,False,False
33,2001-05-17,5,C,08 11 12 20 35 43,11 12 20 35 43,08,08 17 22 25 29 41,13,32,32,0.633434,0.645789,1,False,はずれ,0,False,False
34,2001-05-24,1,A,08 11 12 20 35 37,08 12 20 35 37,11,02 20 25 30 37 40,10,33,33,0.665752,0.676053,2,False,はずれ,2,False,False
34,2001-05-24,2,A,08 12 19 20 35 37,08 12 20 35 37,19,02 20 25 30 37 40,10,33,33,0.665001,0.676053,2,False,はずれ,2,False,False
34,2001-05-24,3,B,08 11 19 20 35 38,08 19 20 35 38,11,02 20 25 30 37 40,10,33,33,0.652258,0.659773,1,False,はずれ,1,False,False
34,2001-05-24,4,B,08 12 19 20 35 38,08 19 20 35 38,12,02 20 25 30 37 40,10,33,33,0.647643,0.659773,1,False,はずれ,1,False,False
34,2001-05-24,5,C,08 11 12 20 35 43,08 11 20 35 43,12,02 20 25 30 37 40,10,33,33,0.650665,0.654093,1,False,はずれ,1,False,False
35,2001-05-31,1,A,08 11 12 20 35 37,08 12 20 35 37,11,03 05 13 30 32 41,28,34,34,0.637776,0.642199,0,False,はずれ,0,False,False
35,2001-05-31,2,A,08 12 19 20 35 37,08 12 20 35 37,19,03 05 13 30 32 41,28,34,34,0.637292,0.642199,0,False,はずれ,0,False,False
35,2001-05-31,3,B,08 11 19 20 35 38,08 19 20 35 38,11,03 05 13 30 32 41,28,34,34,0.620298,0.621227,0,False,はずれ,0,False,False
35,2001-05-31,4,B,08 19 20 35 37 38,08 19 20 35 38,37,03 05 13 30 32 41,28,34,34,0.619265,0.621227,0,False,はずれ,0,False,False
35,2001-05-31,5,C,08 11 20 21 35 37,08 11 20 21 35,37,03 05 13 30 32 41,28,34,34,0.620282,0.618309,0,False,はずれ,0,False,False
36,2001-06-07,1,A,08 11 12 20 35 37,08 12 20 35 37,11,01 16 20 23 30 40,17,35,35,0.640218,0.644531,1,False,はずれ,1,False,False
36,2001-06-07,2,A,08 12 19 20 35 37,08 12 20 35 37,19,01 16 20 23 30 40,17,35,35,0.639768,0.644531,1,False,はずれ,1,False,False
36,2001-06-07,3,B,08 11 19 20 35 38,08 19 20 35 38,11,01 16 20 23 30 40,17,35,35,0.622669,0.623474,1,False,はずれ,1,False,False
36,2001-06-07,4,B,08 19 20 35 37 38,08 19 20 35 38,37,01 16 20 23 30 40,17,35,35,0.621739,0.623474,1,False,はずれ,1,False,False
